Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
大宝（Dabao） 大宝sod蜜100ml/200ml 男女乳液滋润面霜保湿补水 大宝SOD蜜200ml*2	https://item.jd.com/10422533642.html	10422533642	乳液面霜	10422533642	面部护肤	1316,1381,1391	26.90	89.90	;商品名称：大宝（Dabao） 大宝sod蜜100ml/200ml 男女乳液滋润面霜保湿补水 大宝SOD蜜200ml*2;;商品编号：10422533642;;店铺：;进凯美妆专营店;;商品毛重：1.0kg;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	122471	有效期2018-09-29至2018-12-27,满68减3;有效期2018-09-29至2018-12-27,满98减5;有效期2018-09-29至2018-12-27,满188减10	满40元即赠热销商品，赠完即止，满99元即赠热销商品，赠完即止，满179元即赠热销商品，赠完即止，请在购物车点击领取;满53元减5元，满80元减10元	98	1	1	13000	100	100	14000	8100	5
法国 馥蕾诗（Fresh玫瑰润泽保湿/黑茶红茶紧致面膜 古源修护修女面霜100g	https://item.jd.com/35314786293.html	35314786293	乳液面霜	35314786293	面部护肤	1316,1381,1391	2358.00	3000.00		123663			100	0	0	20	0	0	20	10	5
【下单减20元】新西兰topdhg山羊奶爆奶面霜补水滋润素颜霜妆前乳水乳 70g	https://item.jd.com/1970553814.html	1970553814	乳液面霜	1970553814	面部护肤	1316,1381,1391	98.00	129.00		589480	有效期2018-10-26至2019-01-23,满5减3;有效期2018-10-26至2019-01-23,满199减10;有效期2018-10-26至2019-01-23,满399减20	满78元减20元;满2件，总价打8折	99	0	1	200	1	0	200	100	5
曼秀雷敦 乐肤洁痘痕淡化�ㄠ� 18g 淡化痘印抗痘抑痘男女修护消痘	https://item.jd.com/24814711796.html	24814711796	乳液面霜	24814711796	面部护肤	1316,1381,1391	76.00	168.00	;商品名称：曼秀雷敦 乐肤洁痘痕淡化�ㄠ� 18g 淡化痘印抗痘抑痘男女修护消痘;;商品编号：24814711796;;店铺：;曼秀雷敦旗舰店;;商品毛重：40.00g;;适合肤质：混合性;;功效：抗皱;;国产/进口：国产;;净含量：5g/mL-30g/mL;;分类：�ㄠ�/凝露;;适用人群：成人;;产品产地：中国大陆;	754253	有效期2018-12-06至2018-12-13,满1000减100	满78元减10元，满150元减20元，满199元减30元	99	1	0	700	2	4	700	500	5
【日本原装进口】狮王（Lion）祛痘膏粉刺暗疮膏去痘印面霜男女士适用通用 狮王祛痘膏14g（第二盒立减5元）	https://item.jd.com/1979515641.html	1979515641	乳液面霜	1979515641	面部护肤	1316,1381,1391	49.00	469.00		178226	有效期2018-12-06至2018-12-13,满399减10;有效期2018-12-06至2018-12-13,满699减20;有效期2018-12-06至2018-12-13,满999减30	每满90元，可减5元现金	99	1	0	11000	40	50	11000	9100	5
倩碧Clinique 卓越润肤乳 天才黄油 有油版 125ml 补水保湿滋润 莎莎Sasa 125ml	https://item.jd.com/1964056687.html	1964056687	乳液面霜	1964056687	面部护肤	1316,1381,1391	199.00	357.00		172136	有效期2018-12-06至2018-12-14,满21减20;有效期2018-12-10至2018-12-13,满299减20;有效期2018-12-10至2018-12-13,满499减50	375元选2件;满36元以折扣价在购物车换购热销商品	98	0	2	300	4	1	300	200	5
JVJQ瑾泉活颜弹力菁华霜50g补水保湿提拉紧致改善肌肤细腻柔滑滋润面霜	https://item.jd.com/1124661283.html	1124661283	乳液面霜	1124661283	面部护肤	1316,1381,1391	280.00	335.00	;商品名称：JVJQ瑾泉活颜弹力菁华霜50g补水保湿提拉紧致改善肌肤细腻柔滑滋润面霜;;商品编号：1124661283;;店铺：;瑾泉官方旗舰店;;商品毛重：50.00g;;货号：1.1.06.00405003;;适合肤质：任何肤质;;功效：补水，保湿，滋润，修护，提拉紧致，提亮肤色，舒缓镇静，细致毛孔;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	63746	有效期2018-12-01至2018-12-31,满199减20;有效期2018-12-01至2018-12-31,满299减30;有效期2018-12-01至2018-12-31,满499减60	满39元以折扣价在购物车换购热销商品，满89元以折扣价在购物车换购热销商品，满119元以折扣价在购物车换购热销商品	98	0	2	200	3	0	200	100	5
自然堂（CHANDO）雪域精粹滋润体验装三件套（洗面奶15g+水20mL+乳20mL）	https://item.jd.com/1293388.html	1293388	乳液面霜	1293388	面部护肤	1316,1381,1391	29.00	299.00	;商品名称：自然堂雪域滋润抗氧旅行装三件套;;商品编号：1293388;;商品毛重：100.00g;;商品产地：上海;;适合肤质：所有肤质;;功效：补水，保湿，其它;;国产/进口：国产;;分类：组合装;;适用人群：成人;;产品产地：中国大陆;	1000002667	有效期2018-12-10至2018-12-31,满199减10;有效期2018-12-10至2018-12-31,满299减20;有效期2018-12-10至2018-12-31,满399减30		99	0	1	150000	200	100	150000	110000	5
祛去疤膏正品去疤痕凹凸疤非修复膏剖腹产手术伤疤烫伤膏除疤膏凝胶痘印灵贴	https://item.jd.com/23711086504.html	23711086504	乳液面霜	23711086504	面部护肤	1316,1381,1391	79.90	100.00	;商品名称：祛去疤膏正品去疤痕凹凸疤非修复膏剖腹产手术伤疤烫伤膏除疤膏凝胶痘印灵贴;;商品编号：23711086504;;店铺：;爱厘伊生化妆品专营店;;商品毛重：50.00g;;适合肤质：任何肤质;;功效：修护;;国产/进口：国产;;净含量：5g/mL-30g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	598189			99	0	1	700	3	3	700	600	5
协和维生素e乳液补水保湿嫩肤身体乳正品护手霜乳膏乳霜男女孕妇婴幼儿国货护肤品velKsCrpN2vj 【周年庆】维E+C全面护肤	https://item.jd.com/34247573719.html	34247573719	乳液面霜	34247573719	面部护肤	1316,1381,1391	69.00	399.00	;商品名称：协和维生素e乳液补水保湿嫩肤身体乳正品护手霜乳膏乳霜男女孕妇婴幼儿国货护肤品velKsCrpN2vj 【周年庆】维E+C全面护肤;;商品编号：34247573719;;店铺：;协和旗舰店;;商品毛重：200.00g;;商品产地：中国大陆;;货号：XR-71;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：200g/mL以上;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	876607	有效期2018-11-15至2018-12-31,满199减20;有效期2018-12-06至2018-12-13,满499减200;有效期2018-11-15至2018-12-31,满599减50	Âú99Ôª¼õ20Ôª;Âú299Ôª¼õ30Ôª	99	0	1	4200	10	10	4200	3200	5
美肤宝(MEIFUBAO)精萃舒润保湿霜 50ml（补水保湿  保湿霜 清爽滋润）	https://item.jd.com/3722468.html	3722468	乳液面霜	3722468	面部护肤	1316,1381,1391	89.00	119.00	;商品名称：美肤宝保湿霜;;商品编号：3722468;;商品毛重：210.00g;;商品产地：广州;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	1000002726	有效期2018-12-01至2018-12-31,满199减20;有效期2018-12-01至2018-12-31,满259减30	满2件，总价打7.50折	98	0	2	22000	100	100	22000	10000	5
欧诗漫OSM珍珠幻亮水光素颜霜50g 懒人裸妆面霜女 隔离遮瑕补水保湿无需卸妆 素颜霜	https://item.jd.com/13131136795.html	13131136795	乳液面霜	13131136795	面部护肤	1316,1381,1391	99.00	99.00	;商品名称：欧诗漫OSM珍珠幻亮水光素颜霜50g 懒人裸妆面霜女 隔离遮瑕补水保湿无需卸妆 素颜霜;;商品编号：13131136795;;店铺：;欧诗漫得尔专卖店;;商品毛重：100.00g;;适合肤质：任何肤质;;功效：补水，保湿，提亮肤色;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	44895	有效期2018-12-07至2018-12-13,满99减10;有效期2018-12-12至2018-12-13,满159减20;有效期2018-12-07至2018-12-13,满300减50	满99元减20元;满3件，立减最低1件商品价格	99	0	1	700	2	2	700	500	5
郁美净 橄榄保湿补水套装面霜乳液洗面奶化妆水爽肤水 橄榄保湿水+保湿乳+保湿霜	https://item.jd.com/27862158906.html	27862158906	乳液面霜	27862158906	面部护肤	1316,1381,1391	129.00	555.00	;商品名称：郁美净 橄榄保湿补水套装面霜乳液洗面奶化妆水爽肤水 橄榄保湿水+保湿乳+保湿霜;;商品编号：27862158906;;店铺：;郁美净官方旗舰店;;商品毛重：200.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：补水，保湿，滋润，其它;;国产/进口：国产;;净含量：200g/mL以上;;分类：其它;;适用人群：成人;;产品产地：中国大陆;	761381			99	1	0	900	1	2	900	700	5
	https://item.jd.com/11136715686.html	11136715686	乳液面霜	11136715686	面部护肤	1316,1381,1391	69.90	159.00	;商品名称：尊蓝男士素颜霜懒人霜BB霜保湿素颜面霜遮瑕提亮粉底液膏裸妆彩妆bb霜 男 50g;;商品编号：11136715686;;店铺：;尊蓝旗舰店;;商品毛重：50.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：保湿;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	215523	有效期2018-12-10至2019-01-10,满99减10;有效期2018-12-10至2019-01-10,满139减20;有效期2018-12-10至2019-01-10,满199减30	满3件，立减最低1件商品价格	98	1	1	8900	80	70	9000	6700	5
	https://item.jd.com/10932017229.html	10932017229	乳液面霜	10932017229	面部护肤	1316,1381,1391	17.50	30.00	;商品名称：百雀羚面霜 经典保湿滋养面霜50g/光滑嫩肤补水滋润水润保湿柔润护肤润肤霜 2瓶装;;商品编号：10932017229;;店铺：;百雀羚旗舰店;;商品毛重：1.0kg;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	612277	有效期2018-12-04至2018-12-17,满199减20;有效期2018-12-04至2018-12-17,满299减30;有效期2018-12-04至2018-12-17,满499减50		99	0	1	4700	10	7	4700	3300	5
【品牌授权】its skin伊思水乳套装套盒 保湿补水抗皱提拉紧致组合装 红参蜗牛水乳霜三件套	https://item.jd.com/17722774242.html	17722774242	乳液面霜	17722774242	面部护肤	1316,1381,1391	508.00	1099.00		706520	有效期2018-12-06至2018-12-14,满21减20;有效期2018-12-10至2018-12-16,满68减5;有效期2018-12-10至2018-12-16,满58减3	满99元以折扣价在购物车换购热销商品	99	1	0	8300	20	20	8300	6500	5
小迷糊 洋甘菊免洗睡眠面膜220g（补水保湿  男女士护肤化妆品）	https://item.jd.com/1329600.html	1329600	乳液面霜	1329600	面部护肤	1316,1381,1391	79.90	229.00	;商品名称：小迷糊睡眠面膜;;商品编号：1329600;;商品毛重：378.00g;;商品产地：长沙、上海、广州;;产品产地：中国大陆;;国产/进口：国产;;分类：睡眠面膜;;功效：其它;;规格：151g/mL-200g/mL;	1000003003		每满199元，可减100元现金;每满299元，可减120元现金，最多可减1000元	98	0	2	26000	200	100	27000	14000	5
莱珀妮（La Prairie） La prairie莱珀妮润肤系列 柔和泡沫洁面膏/洗面奶 125ml	https://item.jd.com/1951588777.html	1951588777	乳液面霜	1951588777	面部护肤	1316,1381,1391	518.00	5700.00		141918	有效期2018-12-06至2018-12-13,满299减10	满69元以折扣价在购物车换购热销商品，满109元以折扣价在购物车换购热销商品，满199元以折扣价在购物车换购热销商品	100	0	0	100	0	0	100	100	5
如新（Nu Skin） 美国Nuskin如新芦荟胶芦荟润肤�ㄠ� 保湿补水舒��肌肤晒后修复 1支美版（非国产版）	https://item.jd.com/25917973581.html	25917973581	乳液面霜	25917973581	面部护肤	1316,1381,1391	95.00	365.00		582839	有效期2018-12-11至2018-12-13,满999减50;有效期2018-12-11至2018-12-13,满1999减100		99	0	1	600	2	1	600	400	5
欧珀莱（AUPRES） 时光锁紧致塑颜臻源新肌涌泉均衡素颜面霜滋润保湿 恒久美肌多效霜40g 有答谢品 非卖品字样	https://item.jd.com/11252368620.html	11252368620	乳液面霜	11252368620	面部护肤	1316,1381,1391	169.00	550.00	;商品名称：欧珀莱（AUPRES） 时光锁紧致塑颜臻源新肌涌泉均衡素颜面霜滋润保湿 恒久美肌多效霜40g 有答谢品 非卖品字样;;商品编号：11252368620;;店铺：;金木合月护肤专营店;;商品毛重：170.00g;;商品产地：中国大陆;;货号：6903966561650;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	640307	有效期2018-12-01至2019-02-28,满199减10;有效期2018-12-01至2019-02-28,满399减20;有效期2018-12-01至2019-02-28,满599减50	满19元以折扣价在购物车换购热销商品，满29元以折扣价在购物车换购热销商品，满49元以折扣价在购物车换购热销商品	99	1	0	600	1	3	600	400	5
SK-II/SK2 晶致美肤保湿乳液 100g 滋润抗氧化提拉紧致 莎莎Sasa 100克	https://item.jd.com/22838038914.html	22838038914	乳液面霜	22838038914	面部护肤	1316,1381,1391	589.00	870.00		172136	有效期2018-12-10至2018-12-13,满499减50;有效期2018-12-10至2018-12-13,满899减100;有效期2018-12-10至2018-12-13,满299减20	满36元以折扣价在购物车换购热销商品	100	0	0	50	0	0	50	40	5
军博仕 德方顽痘清健肤霜25g 军博士 祛油控油痘痘膏学生青春痘淡痘印护肤 顽痘清健肤霜	https://item.jd.com/10231909171.html	10231909171	乳液面霜	10231909171	面部护肤	1316,1381,1391	77.00	202.00	;商品名称：军博仕 德方顽痘清健肤霜25g 军博士 祛油控油痘痘膏学生青春痘淡痘印护肤 顽痘清健肤霜;;商品编号：10231909171;;店铺：;军博仕旗舰店;;商品毛重：200.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：修护，抗痘，控油平衡;;国产/进口：国产;;净含量：5g/mL-30g/mL;;分类：其它;;适用人群：成人;;产品产地：中国大陆;	149365	有效期2018-12-04至2018-12-13,满139减10;有效期2018-12-04至2018-12-13,满239减20;有效期2018-11-13至2019-01-07,满398减50	满99元减20元;满2件，总价打7.50折	98	1	1	3400	20	30	3400	1400	5
【送导出仪+化妆棉】正品按摩膏面部野清洁霜深层清洁菜细致毛孔补水去软化角质脸部美容院皮肤垃圾通用	https://item.jd.com/31346210081.html	31346210081	乳液面霜	31346210081	面部护肤	1316,1381,1391	39.00	119.00	;商品名称：【送导出仪+化妆棉】正品按摩膏面部野清洁霜深层清洁菜细致毛孔补水去软化角质脸部美容院皮肤垃圾通用;;商品编号：31346210081;;店铺：;伽优翱逢专卖店;;商品毛重：100.00g;;适合肤质：任何肤质;;功效：细致毛孔，其它;;国产/进口：国产;;净含量：200g/mL以上;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	832472	有效期2018-11-12至2019-05-09,满69减5;有效期2018-10-01至2018-12-29,满109减10;有效期2018-11-12至2019-05-09,满129减10	满99元减20元;满3件，立减最低1件商品价格	99	0	1	700	2	1	700	400	5
相宜本草 山茶花焕活鲜养乳100g（精油修护 改善暗沉）	https://item.jd.com/2223061.html	2223061	乳液面霜	2223061	面部护肤	1316,1381,1391	228.00	228.00	;商品名称：相宜本草山茶花焕活鲜养乳100g;;商品编号：2223061;;商品毛重：290.00g;;商品产地：上海市;;适合肤质：任何肤质;;功效：美白;;国产/进口：国产;;净含量：51g/mL-100g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	1000002833			99	0	1	17000	80	50	17000	10000	5
丸美保湿乳液女 补水保湿 巧克力丝滑乳液150ml 紧致抗皱淡化细纹柔肤女官方旗舰店专卖	https://item.jd.com/12840051057.html	12840051057	乳液面霜	12840051057	面部护肤	1316,1381,1391	159.00	228.00	;商品名称：丸美保湿乳液女 补水保湿 巧克力丝滑乳液150ml 紧致抗皱淡化细纹柔肤女官方旗舰店专卖;;商品编号：12840051057;;店铺：;金未来化妆品专营店;;商品毛重：100.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：补水，保湿，滋润，修护，提拉紧致，提亮肤色，细致毛孔;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	646065	有效期2018-11-29至2018-12-31,满299减20;有效期2018-12-01至2018-12-13,满499减50;有效期2018-12-07至2018-12-14,满499减50		99	0	1	200	1	1	200	100	5
科颜氏（Kiehl's） 科颜氏丰润保湿水凝精华乳50-75ML 75ml	https://item.jd.com/20981570141.html	20981570141	乳液面霜	20981570141	面部护肤	1316,1381,1391	519.00	999.00		161736	有效期2018-12-11至2018-12-13,满39减15	满499元减50元	96	4	0	20	0	1	30	20	5
	https://item.jd.com/5143680.html	5143680	乳液面霜	5143680	面部护肤	1316,1381,1391	259.00	299.00		1000087426		满159元减60元;满2件，总价打7折	98	2	0	24000	100	100	24000	16000	5
欧诗漫OSM 珍珠白淡斑赋活霜50g 美白面霜补水祛斑霜亮肤保湿	https://item.jd.com/16550673596.html	16550673596	乳液面霜	16550673596	面部护肤	1316,1381,1391	158.85	180.00	;商品名称：欧诗漫OSM 珍珠白淡斑赋活霜50g 美白面霜补水祛斑霜亮肤保湿;;商品编号：16550673596;;店铺：;蓝阔美妆;;商品毛重：0.6kg;;商品产地：中国大陆;;适合肤质：任何肤质，干性，中性，油性，混合性，敏感性;;功效：补水，保湿，美白，淡斑;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	20289		满59元减5元	99	1	0	1000	0	1	1000	800	5
百雀羚 水嫩精纯明星美肌水100ml+水嫩精纯肌底精华液30ml赠旅行3件套(补充水份，滋肌润颜)	https://item.jd.com/736406.html	736406	乳液面霜	736406	面部护肤	1316,1381,1391	223.00	276.00	;商品名称：百雀羚护肤套装;;商品编号：736406;;商品毛重：0.588kg;;商品产地：上海;;适合肤质：所有肤质;;功效：补水，保湿，其它;;国产/进口：国产;;分类：组合装;;适用人群：成人;;产品产地：中国大陆;	1000003015	有效期2018-12-06至2018-12-13,满199减20;有效期2018-12-06至2018-12-13,满299减30;有效期2018-12-06至2018-12-13,满399减40	满99元减20元;满299元减30元	98	1	1	170000	1400	900	170000	67000	5
片仔癀 皇后牌珍珠霜祛痘霜皇后牌珍珠膏 【焕颜珍珠霜32G】	https://item.jd.com/13564660749.html	13564660749	乳液面霜	13564660749	面部护肤	1316,1381,1391	89.00	600.00	;商品名称：片仔癀 皇后牌珍珠霜祛痘霜皇后牌珍珠膏 【焕颜珍珠霜32G】;;商品编号：13564660749;;店铺：;纤秀化妆品专营店;;商品毛重：150.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：补水，保湿，滋润，美白，抗皱，修护，提亮肤色，控油平衡，舒缓镇静，细致毛孔，淡斑;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	681834		满199元减50元	99	0	1	2700	10	6	2700	1500	5
协和硅霜 婴幼儿湿疹 宝宝护肤 止痒温和不刺激 保湿面霜滋润补水多效修护舒缓老牌国货护肤品身体乳 协和硅霜3瓶150g	https://item.jd.com/34178444795.html	34178444795	乳液面霜	34178444795	面部护肤	1316,1381,1391	69.00	270.00	;商品名称：协和硅霜 婴幼儿湿疹 宝宝护肤 止痒温和不刺激 保湿面霜滋润补水多效修护舒缓老牌国货护肤品身体乳 协和硅霜3瓶150g;;商品编号：34178444795;;店铺：;协和旗舰店;;商品毛重：400.00g;;商品产地：中国大陆;;货号：XR-62;;适合肤质：任何肤质，干性，中性，油性，混合性，敏感性;;功效：保湿，修护，其它;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	876607	有效期2018-11-15至2018-12-31,满199减20;有效期2018-12-06至2018-12-13,满499减200;有效期2018-11-15至2018-12-31,满599减50	Âú99Ôª¼õ20Ôª;Âú299Ôª¼õ30Ôª	100	0	0	200	0	0	200	200	5
玉兰油（OLAY） 面霜新生塑颜金纯系列50g（大红瓶 紧致提拉 新老包装随机发送）	https://item.jd.com/20339798079.html	20339798079	乳液面霜	20339798079	面部护肤	1316,1381,1391	142.00	260.00	;商品名称：玉兰油（OLAY） 面霜新生塑颜金纯系列50g（大红瓶 紧致提拉 新老包装随机发送）;;商品编号：20339798079;;店铺：;韵科化妆品专营店;;商品毛重：120.00g;;商品产地：中国大陆;;货号：YKJD00249;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	668916		满99元减5元，满199元减10元，满299元减20元	99	0	1	200	1	1	200	100	5
茱莉蔻（Jurlique）衡肤泡沫洁面液200ml（洗面奶 洁面乳 深层清洁 补水保湿）	https://item.jd.com/1320071.html	1320071	乳液面霜	1320071	面部护肤	1316,1381,1391	380.00	381.00	;商品名称：茱莉蔻洁面液;;商品编号：1320071;;商品毛重：250.00g;;商品产地：澳大利亚;;适合肤质：任何肤质;;功效：深层清洁;;国产/进口：进口;;分类：洁面乳;;产品产地：澳大利亚;	1000003065	有效期2018-12-06至2018-12-13,满500减50	满499元减100元;满299元减60元，满499元减100元	98	1	1	500	5	7	600	300	5
