Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
爱茉莉（ARITAUM） 限量折扣韩国VitalBeautie爱茉莉太平洋健康营养品VB 绿茶片560mg×90粒健康燃脂	https://item.jd.com/1990358331.html	1990358331	纤体塑形	1990358331	身体护理	1316,1383,5164	277.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	97	3	0	100	0	4	100	100	5
爱茉莉（ARITAUM） 限量折扣韩国VitalBeautie爱茉莉太平洋健康营养品VB 活力关节保护片700mg×90粒	https://item.jd.com/1990358332.html	1990358332	纤体塑形	1990358332	身体护理	1316,1383,5164	323.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	97	3	0	100	0	4	100	100	5
爱茉莉（ARITAUM） 限量折扣韩国VitalBeautie爱茉莉太平洋健康营养品VB 红参浓缩口服液20gX30包增强免疫力	https://item.jd.com/1990358333.html	1990358333	纤体塑形	1990358333	身体护理	1316,1383,5164	529.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	97	3	0	100	0	4	100	100	5
爱茉莉（ARITAUM） 限量折扣韩国VitalBeautie爱茉莉太平洋健康营养品VB 人参浆果天参红参精华液20gX45瓶健康生机活力	https://item.jd.com/1990358334.html	1990358334	纤体塑形	1990358334	身体护理	1316,1383,5164	1095.00	2000.00		596436		满199元减10元，满299元减15元，满399元减20元;满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折	97	3	0	100	0	4	100	100	5
爱茉莉（ARITAUM） 韩国直邮VitalBeautie爱茉莉太平洋旗下健康营养品VB 慈馨美丹红参丸3.75gX30丸滋阴丹女性健康	https://item.jd.com/1990359615.html	1990359615	纤体塑形	1990359615	身体护理	1316,1383,5164	577.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	100	0	0	10	0	0	10	10	5
爱茉莉（ARITAUM） 韩国直邮VitalBeautie爱茉莉太平洋旗下健康营养品VB 健康肠道益生菌1.3gX60包乳酸菌保护肠胃健康	https://item.jd.com/1990359616.html	1990359616	纤体塑形	1990359616	身体护理	1316,1383,5164	313.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	100	0	0	10	0	0	10	10	5
爱茉莉（ARITAUM） 韩国直邮VitalBeautie爱茉莉太平洋旗下健康营养品VB 多效矿物质复合维生素片2.6gX30包提升免疫力	https://item.jd.com/1990359617.html	1990359617	纤体塑形	1990359617	身体护理	1316,1383,5164	313.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	100	0	0	10	0	0	10	10	5
爱茉莉（ARITAUM） 韩国直邮VitalBeautie爱茉莉太平洋旗下健康营养品VB 健康肝脏片	https://item.jd.com/1990359618.html	1990359618	纤体塑形	1990359618	身体护理	1316,1383,5164	289.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	100	0	0	10	0	0	10	10	5
爱茉莉（ARITAUM） 韩国直邮VitalBeautie爱茉莉太平洋旗下健康营养品VB 补铁片800mgX150粒铁、叶酸、维生素C	https://item.jd.com/1990359619.html	1990359619	纤体塑形	1990359619	身体护理	1316,1383,5164	218.00	2000.00		596436		满199元减10元，满299元减15元，满399元减20元;满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折	100	0	0	10	0	0	10	10	5
爱茉莉（ARITAUM） 韩国直邮VitalBeautie爱茉莉太平洋旗下健康营养品VB 多元骨钙片800mgX150粒丰富矿物质易吸收	https://item.jd.com/1990359620.html	1990359620	纤体塑形	1990359620	身体护理	1316,1383,5164	218.00	2000.00		596436		满2件，总价打9.50折；满3件，总价打9折；满4件，总价打8.50折;满199元减10元，满299元减15元，满399元减20元	100	0	0	10	0	0	10	10	5
爱肤宜 丰胸乳霜美胸膏快速增大产品按摩胸部精油纯正品天然 美乳精油1支30ml	https://item.jd.com/10262227124.html	10262227124	美胸	10262227124	身体护理	1316,1383,11928	65.00	389.00	;商品名称：爱肤宜 丰胸乳霜美胸膏快速增大产品按摩胸部精油纯正品天然 美乳精油1支30ml;;商品编号：10262227124;;店铺：;百盛化妆品专营店;;商品毛重：160.00g;;货号：B0000;;功效：丰满，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精华;	205764		满199元减60元	99	1	0	1000	0	3	1000	100	5
柏集堂（POJEADO） 挺美乳霜非丰满增大美胸产品胸部护理按摩精油产后乳房提拉紧致丰韵 一套	https://item.jd.com/11555529323.html	11555529323	美胸	11555529323	身体护理	1316,1383,11928	98.00	198.00	;商品名称：柏集堂（POJEADO） 挺美乳霜非丰满增大美胸产品胸部护理按摩精油产后乳房提拉紧致丰韵 一套;;商品编号：11555529323;;店铺：;实丰化妆品专营店;;商品毛重：60.00g;;货号：BJTOLYMRS;;功效：紧致紧挺;;分类：乳/霜;	652108	有效期2018-11-27至2018-12-31,满90减5;有效期2018-11-27至2018-12-31,满150减10;有效期2018-11-27至2018-12-31,满400减50	满2件，总价打8折	100	0	0	6	0	0	6	6	5
爱肤宜 丰胸乳霜美胸膏快速增大产品按摩胸部精油纯正品天然 美乳精油3支90ml	https://item.jd.com/27951275445.html	27951275445	美胸	27951275445	身体护理	1316,1383,11928	159.00	389.00	;商品名称：爱肤宜 丰胸乳霜美胸膏快速增大产品按摩胸部精油纯正品天然 美乳精油3支90ml;;商品编号：27951275445;;店铺：;百盛化妆品专营店;;商品毛重：160.00g;;货号：B0000;;功效：丰满，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精华;	205764		满199元减60元	99	1	0	1000	0	3	1000	100	5
菲依珂（feieak） 美胸升韵精油 胸部按摩美健胸精华液 丰韵大胸霜 从A到D	https://item.jd.com/1160896533.html	1160896533	美胸	1160896533	身体护理	1316,1383,11928	134.00	298.00	;商品名称：菲依珂（feieak） 美胸升韵精油 胸部按摩美健胸精华液 丰韵大胸霜 从A到D;;商品编号：1160896533;;店铺：;菲依珂官方旗舰店;;商品毛重：100.00g;;商品产地：中国大陆;;货号：48000128-09;;功效：丰满，淡化乳晕，紧致紧挺，粉嫩，滋润，其它，弹性;;分类：精油;	66966			100	0	0	10	0	0	10	10	5
柏集堂（POJEADO） 非丰满胸美乳霜美胸增大提升产品弹挺少女产后按摩霜丰盈胸部按摩精	https://item.jd.com/11776927154.html	11776927154	美胸	11776927154	身体护理	1316,1383,11928	99.00	125.00	;商品名称：柏集堂（POJEADO） 非丰满胸美乳霜美胸增大提升产品弹挺少女产后按摩霜丰盈胸部按摩精;;商品编号：11776927154;;店铺：;滕氏化妆品专营店;;商品毛重：300.00g;;功效：其它;;分类：乳/霜;	651818			99	1	0	900	0	1	900	20	5
DK 俏佳人胸部保养复方精油 30ml 丰满胸部护理胸按摩精油 紧致买1送6	https://item.jd.com/11424926587.html	11424926587	美胸	11424926587	身体护理	1316,1383,11928	108.00	298.00	;商品名称：DK 俏佳人胸部保养复方精油 30ml 丰满胸部护理胸按摩精油 紧致买1送6;;商品编号：11424926587;;店铺：;DKaromatherapy官方旗舰店;;商品毛重：400.00g;;商品产地：中国大陆;;功效：丰满，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精油;	644249		满99元减30元，满199元减60元，满299元减90元	100	0	0	100	0	0	100	100	5
柏集堂（POJEADO） 美乳霜 丰乳霜丰乳精油胸部护理快速非增大产品少女产后乳房按摩丰	https://item.jd.com/16136744056.html	16136744056	美胸	16136744056	身体护理	1316,1383,11928	98.00	198.00	;商品名称：柏集堂（POJEADO） 美乳霜 丰乳霜丰乳精油胸部护理快速非增大产品少女产后乳房按摩丰;;商品编号：16136744056;;店铺：;滕氏仁得化妆品专营店;;商品毛重：30.00g;;商品产地：中国大陆;;货号：BJT-OLYMRS;;功效：丰满，紧致紧挺，产后修护，其它;;分类：乳/霜;	706490			100	0	0	10	0	0	10	8	5
麦芙迪 美乳霜 50	https://item.jd.com/27217865771.html	27217865771	美胸	27217865771	身体护理	1316,1383,11928	88.00	189.00	;商品名称：麦芙迪 美乳霜 50;;商品编号：27217865771;;店铺：;众安美妆专营店;;商品毛重：1.0kg;;货号：C01.MFD-0039;;功效：丰满;;分类：其它;	653394		满299元减20元，满588元减30元，满888元减40元	100	0	0	0	0	0	0	0	5
米雅诗 娇点丰韵美胸霜非丰美胸贴产品丰乳精油霜露 胸部按摩 增大饱满 产后增大坚挺	https://item.jd.com/1802585746.html	1802585746	美胸	1802585746	身体护理	1316,1383,11928	68.00	98.00	;商品名称：米雅诗 娇点丰韵美胸霜非丰美胸贴产品丰乳精油霜露 胸部按摩 增大饱满 产后增大坚挺;;商品编号：1802585746;;店铺：;米雅诗旗舰店;;商品毛重：30.00g;;功效：丰满;;分类：精油;	170668			97	1	2	2600	40	30	2700	30	5
萱晴 丰美胸霜 产后丰盈美胸产品 美乳挺大胸部护理淡化乳晕美胸 美乳膏胸部精油贴	https://item.jd.com/10322059931.html	10322059931	美胸	10322059931	身体护理	1316,1383,11928	68.00	168.00	;商品名称：萱晴 丰美胸霜 产后丰盈美胸产品 美乳挺大胸部护理淡化乳晕美胸 美乳膏胸部精油贴;;商品编号：10322059931;;店铺：;萱晴旗舰店;;商品毛重：200.00g;;商品产地：中国大陆;;货号：XQ FX霜;;功效：丰满，紧致紧挺，滋润，其它;;分类：乳/霜;	160757			99	1	0	1100	1	4	1100	100	5
欧丽源美乳霜 胸部护理精油贴 增大紧致下垂支装 50	https://item.jd.com/11960359627.html	11960359627	美胸	11960359627	身体护理	1316,1383,11928	59.00	59.00	;商品名称：欧丽源美乳霜 胸部护理精油贴 增大紧致下垂支装 50;;商品编号：11960359627;;店铺：;众安美妆专营店;;商品毛重：1.0kg;;货号：C01.OLY-0127;;功效：其它;;分类：其它;	653394		满299元减20元，满588元减30元，满888元减40元	100	0	0	2	0	0	2	2	5
谜草集（MICAOJI） 美胸霜贴 丰满胸部产品 产后增大美胸护理精油乳贴1盒4片 4盒16片装	https://item.jd.com/25618790824.html	25618790824	美胸	25618790824	身体护理	1316,1383,11928	58.00	189.00	;商品名称：谜草集（MICAOJI） 美胸霜贴 丰满胸部产品 产后增大美胸护理精油乳贴1盒4片 4盒16片装;;商品编号：25618790824;;店铺：;威梦毅美妆专营店;;商品毛重：20.00g;;商品产地：中国大陆;;功效：紧致紧挺，滋润;;分类：精华;	215914			94	0	6	10	1	0	10	10	5
Clarins娇韵诗胸部�ㄠ�50ml	https://item.jd.com/1008255213.html	1008255213	美胸	1008255213	身体护理	1316,1383,11928	375.00	878.00	;商品名称：Clarins娇韵诗胸部�ㄠ�50ml;;商品编号：1008255213;;店铺：;雪蓝雅美妆专营店;;商品毛重：20.00g;;货号：1235;;功效：紧致紧挺，滋润，弹性;;分类：其它;	25496	有效期2018-12-10至2018-12-31,满299减10;有效期2018-12-10至2018-12-31,满599减20;有效期2018-12-10至2018-12-31,满999减30		100	0	0	1	0	0	1	0	5
娇韵诗 Clarins 胸部滋养乳 50ml	https://item.jd.com/1458083926.html	1458083926	美胸	1458083926	身体护理	1316,1383,11928	299.00	380.00		196537	有效期2018-11-06至2019-02-03,满299减10;有效期2018-10-15至2019-01-12,满499减20;有效期2018-09-18至2018-12-16,满2999减100	满69元以折扣价在购物车换购热销商品，满199元以折扣价在购物车换购热销商品	100	0	0	3	0	0	3	1	5
娇韵诗 Clarins  健胸调节乳提升�ㄠ� 50ml	https://item.jd.com/1466339658.html	1466339658	美胸	1466339658	身体护理	1316,1383,11928	285.00	380.00		196537	有效期2018-09-27至2018-12-25,满199减5;有效期2018-11-06至2019-02-03,满299减10;有效期2018-10-15至2019-01-12,满499减20	满69元以折扣价在购物车换购热销商品，满199元以折扣价在购物车换购热销商品	100	0	0	5	0	0	5	2	5
娇韵诗 Clarins SE 健胸调节乳 50ml	https://item.jd.com/1467262383.html	1467262383	美胸	1467262383	身体护理	1316,1383,11928	319.00	480.00		196537	有效期2018-11-06至2019-02-03,满299减10;有效期2018-10-15至2019-01-12,满499减20;有效期2018-09-18至2018-12-16,满2999减100	满69元以折扣价在购物车换购热销商品，满199元以折扣价在购物车换购热销商品	100	0	0	6	0	0	6	1	5
纤尔秀美乳霜美胸霜50g 美胸美乳产品排行榜优于美胸精油美乳贴增大丰乳霜	https://item.jd.com/1630730411.html	1630730411	美胸	1630730411	身体护理	1316,1383,11928	98.00	198.00	;商品名称：纤尔秀美乳霜美胸霜50g 美胸美乳产品排行榜优于美胸精油美乳贴增大丰乳霜;;商品编号：1630730411;;店铺：;耶迈美妆专营店;;商品毛重：100.00g;;货号：美乳霜;;分类：乳/霜;	133100			96	3	1	300	4	8	300	5	5
柏集堂（POJEADO） 美乳霜产后少女弹挺饱满按摩霜提升胸部产品非增大丰满精油胸贴美胸	https://item.jd.com/1776937654.html	1776937654	美胸	1776937654	身体护理	1316,1383,11928	198.00	298.00	;商品名称：柏集堂（POJEADO） 美乳霜产后少女弹挺饱满按摩霜提升胸部产品非增大丰满精油胸贴美胸;;商品编号：1776937654;;店铺：;爱之暄化妆品专营店;;商品毛重：30.00g;;货号：olyMRS0004;;功效：紧致紧挺;;分类：乳/霜;	166650	有效期2018-10-20至2019-01-17,满90减10;有效期2018-10-20至2019-01-17,满199减30;有效期2018-10-20至2019-01-17,满300减50		96	1	3	1100	30	10	1100	20	5
娇韵诗（CLARINS） 晒后缓修复霜 ( 适合面部&前胸 )	https://item.jd.com/1968329545.html	1968329545	美胸	1968329545	身体护理	1316,1383,11928	255.00	255.00		591923	有效期2018-12-01至2018-12-18,满199减20;有效期2018-12-01至2018-12-18,满299减30;有效期2018-12-01至2018-12-18,满399减40		100	0	0	0	0	0	0	0	5
娇韵诗（CLARINS） 健胸调节乳(结实)	https://item.jd.com/1968329547.html	1968329547	美胸	1968329547	身体护理	1316,1383,11928	295.00	295.00		591923	有效期2018-12-01至2018-12-18,满199减20;有效期2018-12-01至2018-12-18,满299减30;有效期2018-12-01至2018-12-18,满399减40		100	0	0	0	0	0	0	0	5
意大利进口Kalleis210#常春藤美乳丰挺霜150ml	https://item.jd.com/1969714036.html	1969714036	美胸	1969714036	身体护理	1316,1383,11928	428.00	475.00		580820			100	0	0	0	0	0	0	0	5
Clarins/娇韵诗 健胸调节�ㄠ�GEL 50ml 胸部护理紧实霜 纤挺美胸 50ml	https://item.jd.com/1980620749.html	1980620749	美胸	1980620749	身体护理	1316,1383,11928	358.00	460.00		640077	有效期2018-12-06至2018-12-12,满299减10;有效期2018-12-06至2018-12-12,满999减30;有效期2018-12-06至2018-12-12,满1299减50		100	0	0	0	0	0	0	0	5
娇韵诗Clarins 美胸紧实套装 纤挺紧实保持胸部年轻 调节乳+美胸�ㄠ� 50ml	https://item.jd.com/1980621502.html	1980621502	美胸	1980621502	身体护理	1316,1383,11928	698.00	800.00		640077	有效期2018-12-06至2018-12-12,满299减10;有效期2018-12-06至2018-12-12,满999减30;有效期2018-12-06至2018-12-12,满1299减50		100	0	0	1	0	0	1	1	5
Dermacol 【欧洲直邮】黛玛蔻丰美胸霜丰美胸产品美胸增大丰乳肥臀胸部护理身体护理美胸 单件	https://item.jd.com/1993659432.html	1993659432	美胸	1993659432	身体护理	1316,1383,11928	144.00	598.00		143124		满2件，立减最低1件商品价格	96	0	4	20	1	0	20	10	5
6盒装 朵朵神速大 美胸乳贴 正品 联邦戴戴大 产品丰乳贴	https://item.jd.com/10043235938.html	10043235938	美胸	10043235938	身体护理	1316,1383,11928	88.00	198.00	;商品名称：6盒装 朵朵神速大 美胸乳贴 正品 联邦戴戴大 产品丰乳贴;;商品编号：10043235938;;店铺：;梦诺菲化妆品专营店;;商品毛重：300.00g;;商品产地：中国大陆;;分类：精华;	113891			89	7	4	60	3	4	60	30	5
爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 1盒	https://item.jd.com/10050033327.html	10050033327	美胸	10050033327	身体护理	1316,1383,11928	68.00	288.00	;商品名称：爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 1盒;;商品编号：10050033327;;店铺：;健智美妆专营店;;商品毛重：100.00g;;货号：美胸霜1盒;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，其它，弹性;;分类：乳/霜;	151005			95	4	1	200	2	8	200	0	5
爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 2盒	https://item.jd.com/10050033328.html	10050033328	美胸	10050033328	身体护理	1316,1383,11928	128.00	288.00	;商品名称：爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 2盒;;商品编号：10050033328;;店铺：;健智美妆专营店;;商品毛重：100.00g;;货号：美胸霜1盒;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，其它，弹性;;分类：乳/霜;	151005			95	4	1	200	2	8	200	0	5
爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 一周期3盒优惠	https://item.jd.com/10050033329.html	10050033329	美胸	10050033329	身体护理	1316,1383,11928	178.00	288.00	;商品名称：爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 一周期3盒优惠;;商品编号：10050033329;;店铺：;健智美妆专营店;;商品毛重：100.00g;;货号：美胸霜1盒;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，其它，弹性;;分类：乳/霜;	151005			95	4	1	200	2	8	200	0	5
爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 5盒	https://item.jd.com/10060534556.html	10060534556	美胸	10060534556	身体护理	1316,1383,11928	278.00	288.00	;商品名称：爱肤宜 美胸霜 产后美胸产品 胸部按摩霜 5盒;;商品编号：10060534556;;店铺：;健智美妆专营店;;商品毛重：100.00g;;货号：美胸霜1盒;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，其它，弹性;;分类：乳/霜;	151005			95	4	1	200	2	8	200	0	5
爱肤宜 美乳精油美乳美胸产品 美胸美乳霜贴 产后胸部护理产品 1盒挺紧系列	https://item.jd.com/10148967176.html	10148967176	美胸	10148967176	身体护理	1316,1383,11928	68.00	200.00	;商品名称：爱肤宜 美乳精油美乳美胸产品 美胸美乳霜贴 产后胸部护理产品 1盒挺紧系列;;商品编号：10148967176;;店铺：;健智美妆专营店;;商品毛重：30.00g;;货号：精油;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精油;	151005			80	4	16	20	4	1	20	0	4
爱肤宜 美乳精油美乳美胸产品 美胸美乳霜贴 产后胸部护理产品 2盒立省8元挺紧+丰盈系列	https://item.jd.com/10148967177.html	10148967177	美胸	10148967177	身体护理	1316,1383,11928	128.00	200.00	;商品名称：爱肤宜 美乳精油美乳美胸产品 美胸美乳霜贴 产后胸部护理产品 2盒立省8元挺紧+丰盈系列;;商品编号：10148967177;;店铺：;健智美妆专营店;;商品毛重：30.00g;;货号：精油;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精油;	151005			80	4	16	20	4	1	20	0	4
爱肤宜 美乳精油美乳美胸产品 美胸美乳霜贴 产后胸部护理产品 一周期3盒立省16元纤挺紧+丰盈系列	https://item.jd.com/10148967178.html	10148967178	美胸	10148967178	身体护理	1316,1383,11928	188.00	200.00	;商品名称：爱肤宜 美乳精油美乳美胸产品 美胸美乳霜贴 产后胸部护理产品 一周期3盒立省16元纤挺紧+丰盈系列;;商品编号：10148967178;;店铺：;健智美妆专营店;;商品毛重：30.00g;;货号：精油;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精油;	151005			80	4	16	20	4	1	20	0	4
爱肤宜 美乳膏霜 少女美乳美胸精油贴 产后美胸霜 胸部护理产品	https://item.jd.com/10254647247.html	10254647247	美胸	10254647247	身体护理	1316,1383,11928	99.00	299.00	;商品名称：爱肤宜 美乳膏霜 少女美乳美胸精油贴 产后美胸霜 胸部护理产品;;商品编号：10254647247;;店铺：;健智美妆专营店;;商品毛重：60.00g;;货号：精油;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：乳/霜;	151005			100	0	0	1	0	0	1	0	5
爱肤宜 丰胸乳霜美胸膏快速增大产品按摩胸部精油纯正品天然 美乳精油2支60ml	https://item.jd.com/10262227121.html	10262227121	美胸	10262227121	身体护理	1316,1383,11928	108.00	389.00	;商品名称：爱肤宜 丰胸乳霜美胸膏快速增大产品按摩胸部精油纯正品天然 美乳精油2支60ml;;商品编号：10262227121;;店铺：;百盛化妆品专营店;;商品毛重：160.00g;;货号：B0000;;功效：丰满，紧致紧挺，产后修护，粉嫩，滋润，弹性;;分类：精华;	205764		满199元减60元	99	1	0	1000	0	3	1000	100	5
【特证美胸】妙正美胸霜50g少女丰韵美胸霜 不含激素增大美乳霜产后紧致丰乳胸精油	https://item.jd.com/10329565068.html	10329565068	美胸	10329565068	身体护理	1316,1383,11928	68.00	199.00	;商品名称：【特证美胸】妙正美胸霜50g少女丰韵美胸霜 不含激素增大美乳霜产后紧致丰乳胸精油;;商品编号：10329565068;;店铺：;雨晓个护专营店;;商品毛重：30.00g;;功效：丰满，淡化乳晕，紧致紧挺，产后修护，弹性;;分类：乳/霜;	212323			100	0	0	100	0	0	100	40	5
爱肤宜 丰胸霜精油 紧实丰满产后美胸美乳产品 粉嫩胸部按摩护理乳霜膏精油贴 美乳霜1盒	https://item.jd.com/10368828627.html	10368828627	美胸	10368828627	身体护理	1316,1383,11928	68.00	200.00	;商品名称：爱肤宜 丰胸霜精油 紧实丰满产后美胸美乳产品 粉嫩胸部按摩护理乳霜膏精油贴 美乳霜1盒;;商品编号：10368828627;;店铺：;以本美妆专营店;;商品毛重：150.00g;;商品产地：中国大陆;;货号：002;;功效：丰满，紧致紧挺，产后修护，滋润，弹性;;分类：乳/霜;	214189	有效期2018-12-06至2018-12-13,满1000减100		97	3	0	40	0	1	40	0	5
爱肤宜 丰胸霜精油 紧实丰满产后美胸美乳产品 粉嫩胸部按摩护理乳霜膏精油贴 美乳精油1瓶	https://item.jd.com/10374827393.html	10374827393	美胸	10374827393	身体护理	1316,1383,11928	68.00	200.00	;商品名称：爱肤宜 丰胸霜精油 紧实丰满产后美胸美乳产品 粉嫩胸部按摩护理乳霜膏精油贴 美乳精油1瓶;;商品编号：10374827393;;店铺：;以本美妆专营店;;商品毛重：150.00g;;商品产地：中国大陆;;货号：002;;功效：丰满，紧致紧挺，产后修护，滋润，弹性;;分类：乳/霜;	214189	有效期2018-12-06至2018-12-13,满1000减100		97	3	0	40	0	1	40	0	5
