Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
全棉时代   婴儿手口湿巾 宝宝湿纸巾小包便携装 4袋/提*2	https://item.jd.com/1412267464.html	1412267464	纸品湿巾	1412267464	清洁用品	1316,1625,1671	99.60	99.60	;商品名称：全棉时代   婴儿手口湿巾 宝宝湿纸巾小包便携装 4袋/提*2;;商品编号：1412267464;;店铺：;全棉时代官方旗舰店;;商品毛重：1.44kg;;货号：802-001219;;国产/进口：国产;;分类：湿巾;;包装：组合装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	0	1	31000	50	40	31000	20000	5
【王俊凯同款】全棉时代 纯棉柔巾 盒装干湿两用巾非湿巾 20x20cm 6盒	https://item.jd.com/32950148000.html	32950148000	纸品湿巾	32950148000	清洁用品	1316,1625,1671	118.80	118.80	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾 盒装干湿两用巾非湿巾 20x20cm 6盒;;商品编号：32950148000;;店铺：;全棉时代官方旗舰店;;商品毛重：500.00g;;商品产地：中国大陆;;货号：802-001813;;国产/进口：国产;;包装：独立装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	1	0	4200	5	10	4200	3600	5
全棉时代   宝宝纯棉湿纸巾便携单包装 15*20cm 80片/袋*3	https://item.jd.com/1014350932.html	1014350932	纸品湿巾	1014350932	清洁用品	1316,1625,1671	114.00	114.00	;商品名称：全棉时代   宝宝纯棉湿纸巾便携单包装 15*20cm 80片/袋*3;;商品编号：1014350932;;店铺：;全棉时代官方旗舰店;;商品毛重：1.5kg;;货号：802-001241;;国产/进口：国产;;分类：湿巾;;包装：组合装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5	每满200元，可减100元现金	99	1	0	28000	80	90	28000	16000	5
全棉时代   纯棉婴儿湿巾 不含酒精 宝宝湿纸巾20片/袋x10	https://item.jd.com/1381837640.html	1381837640	纸品湿巾	1381837640	清洁用品	1316,1625,1671	100.00	100.00	;商品名称：全棉时代   纯棉婴儿湿巾 不含酒精 宝宝湿纸巾20片/袋x10;;商品编号：1381837640;;店铺：;全棉时代官方旗舰店;;商品毛重：1.5kg;;货号：802-001233;;原材料成分：棉;;香型：无香型;;国产/进口：国产;;封口方式：启封装;;包装单位：8包（盒）以上;;产品产地：中国大陆;;包装规格：24抽及以下;;分类：护理湿巾;;适用人群：婴幼儿专用;;功能特点：无添加;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	1	0	8700	10	20	8700	6800	5
全棉时代   全棉一次性酒精消毒棉片6*6cm 100片/盒*3	https://item.jd.com/1005156019.html	1005156019	纸品湿巾	1005156019	清洁用品	1316,1625,1671	78.00	78.00	;商品名称：全棉时代   全棉一次性酒精消毒棉片6*6cm 100片/盒*3;;商品编号：1005156019;;店铺：;全棉时代官方旗舰店;;商品毛重：120.00g;;货号：802-000258;;国产/进口：国产;;包装：组合装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	0	1	11000	30	10	11000	7100	5
全棉时代   婴儿棉柔巾11x20CM100片/包 6包/提	https://item.jd.com/13446737950.html	13446737950	纸品湿巾	13446737950	清洁用品	1316,1625,1671	108.00	108.00	;商品名称：全棉时代   婴儿棉柔巾11x20CM100片/包 6包/提;;商品编号：13446737950;;店铺：;全棉时代官方旗舰店;;商品毛重：500.00g;;货号：2100011158-000;;国产/进口：国产;;包装：独立装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	1	0	1200	0	2	1200	1000	5
全棉时代   婴儿隔尿垫巾 30*20CM 150片/盒	https://item.jd.com/1018162857.html	1018162857	纸品湿巾	1018162857	清洁用品	1316,1625,1671	69.80	69.80	;商品名称：全棉时代   婴儿隔尿垫巾 30*20CM 150片/盒;;商品编号：1018162857;;店铺：;全棉时代官方旗舰店;;商品毛重：500.00g;;货号：2100011060-000;;国产/进口：国产;;分类：其它;;包装：独立装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	98	1	1	15000	100	100	15000	6900	5
全棉时代   一次性酒精消毒棉片11*15cm 50片/盒*2	https://item.jd.com/1005315676.html	1005315676	纸品湿巾	1005315676	清洁用品	1316,1625,1671	64.00	64.00	;商品名称：全棉时代   一次性酒精消毒棉片11*15cm 50片/盒*2;;商品编号：1005315676;;店铺：;全棉时代官方旗舰店;;商品毛重：70.00g;;货号：802-000202;;国产/进口：国产;;包装：组合装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	0	1	6300	10	10	6400	3700	5
【王俊凯同款】全棉时代 纯棉柔巾盒装洗脸巾干湿两用加厚20x20cm 80抽/盒 6盒	https://item.jd.com/13140124961.html	13140124961	纸品湿巾	13140124961	清洁用品	1316,1625,1671	136.80	136.80	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾盒装洗脸巾干湿两用加厚20x20cm 80抽/盒 6盒;;商品编号：13140124961;;店铺：;全棉时代官方旗舰店;;商品毛重：120.00g;;货号：1000011061-000;;国产/进口：国产;;包装：旅行装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	0	1	3300	5	5	3400	2800	5
全棉时代   宝宝清洁棉 婴儿棉柔巾加厚擦拭棉干湿两用 120片/包*2	https://item.jd.com/1093680476.html	1093680476	纸品湿巾	1093680476	清洁用品	1316,1625,1671	116.00	116.00	;商品名称：全棉时代   宝宝清洁棉 婴儿棉柔巾加厚擦拭棉干湿两用 120片/包*2;;商品编号：1093680476;;店铺：;全棉时代官方旗舰店;;商品毛重：460.00g;;货号：804-000118;;国产/进口：国产;;分类：其它;;包装：组合装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	0	1	4200	20	10	4200	2300	5
全棉时代   婴儿手口湿巾 宝宝新生儿手口专用湿纸巾小包便携装 4袋/提	https://item.jd.com/1148087033.html	1148087033	纸品湿巾	1148087033	清洁用品	1316,1625,1671	49.80	49.80	;商品名称：全棉时代   婴儿手口湿巾 宝宝新生儿手口专用湿纸巾小包便携装 4袋/提;;商品编号：1148087033;;店铺：;全棉时代官方旗舰店;;商品毛重：0.722kg;;货号：2100010875-000;;国产/进口：国产;;分类：湿巾;;包装：独立装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	0	1	24000	50	40	24000	15000	5
全棉时代 孕产纯棉柔巾 盒装干湿两用巾 100抽/盒*6	https://item.jd.com/18645111317.html	18645111317	纸品湿巾	18645111317	清洁用品	1316,1625,1671	142.80	142.80	;商品名称：全棉时代 孕产纯棉柔巾 盒装干湿两用巾 100抽/盒*6;;商品编号：18645111317;;店铺：;全棉时代官方旗舰店;;商品毛重：2.1kg;;货号：4200011516-P03;;国产/进口：国产;;分类：湿巾;;包装：组合装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	1	0	600	1	2	600	500	5
【王俊凯同款】全棉时代 纯棉柔巾一次性洗脸巾洁面巾干湿两用  100抽/包 2提	https://item.jd.com/10620339467.html	10620339467	纸品湿巾	10620339467	清洁用品	1316,1625,1671	276.00	276.00	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾一次性洗脸巾洁面巾干湿两用  100抽/包 2提;;商品编号：10620339467;;店铺：;全棉时代官方旗舰店;;商品毛重：1.8kg;;货号：802-000467;;国产/进口：国产;;分类：湿巾;;包装：组合装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10		99	0	1	9000	10	9	9000	6500	5
【王俊凯同款】全棉时代 纯棉柔巾盒装洗脸巾干湿两用加厚20x20cm 80抽/盒 1盒	https://item.jd.com/13140124962.html	13140124962	纸品湿巾	13140124962	清洁用品	1316,1625,1671	22.80	136.80	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾盒装洗脸巾干湿两用加厚20x20cm 80抽/盒 1盒;;商品编号：13140124962;;店铺：;全棉时代官方旗舰店;;商品毛重：120.00g;;货号：1000011061-000;;国产/进口：国产;;包装：旅行装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	0	1	3300	5	5	3400	2800	5
全棉时代   生理盐水清洁棉 盒装水刺棉7.5x8cm 3盒	https://item.jd.com/1523433344.html	1523433344	纸品湿巾	1523433344	清洁用品	1316,1625,1671	77.40	77.40	;商品名称：全棉时代   生理盐水清洁棉 盒装水刺棉7.5x8cm 3盒;;商品编号：1523433344;;店铺：;全棉时代官方旗舰店;;商品毛重：495.00g;;货号：802-000781;;国产/进口：国产;;分类：湿巾;;包装：组合装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	0	1	6200	10	10	6300	4400	5
全棉时代   婴儿湿巾 宝宝新生儿纯棉湿纸巾15*20cm 80片/袋	https://item.jd.com/1143323570.html	1143323570	纸品湿巾	1143323570	清洁用品	1316,1625,1671	38.00	38.00	;商品名称：全棉时代   婴儿湿巾 宝宝新生儿纯棉湿纸巾15*20cm 80片/袋;;商品编号：1143323570;;店铺：;全棉时代官方旗舰店;;商品毛重：150.00g;;货号：800-002031-01;;国产/进口：国产;;分类：湿巾;;包装：独立装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	0	1	8000	30	20	8100	4000	5
素邦（subang） 素邦生活旗舰店竹纤维抽纸原浆本色纸 不漂白餐巾纸婴儿纸抽20包	https://item.jd.com/17294065239.html	17294065239	纸品湿巾	17294065239	清洁用品	1316,1625,1671	99.00	99.00	;商品名称：素邦（subang） 素邦生活旗舰店竹纤维抽纸原浆本色纸 不漂白餐巾纸婴儿纸抽20包;;商品编号：17294065239;;店铺：;素邦旗舰店;;商品毛重：4.25kg;;净含量：220g以上;;分类：抽纸;;包装单位：箱装;	715255			100	0	0	200	0	0	200	200	5
全棉时代   KT版绿色手帕装纯棉柔巾，210mm*210mm	https://item.jd.com/13447181462.html	13447181462	纸品湿巾	13447181462	清洁用品	1316,1625,1671	29.80	29.80	;商品名称：全棉时代   KT版绿色手帕装纯棉柔巾，210mm*210mm;;商品编号：13447181462;;店铺：;全棉时代官方旗舰店;;商品毛重：500.00g;;货号：1000010903-000;;国产/进口：国产;;包装：独立装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	1	0	1100	0	1	1100	900	5
【王俊凯同款】全棉时代 纯棉柔巾 盒装干湿两用巾非湿巾 20x20cm 1盒	https://item.jd.com/13446138527.html	13446138527	纸品湿巾	13446138527	清洁用品	1316,1625,1671	19.80	118.80	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾 盒装干湿两用巾非湿巾 20x20cm 1盒;;商品编号：13446138527;;店铺：;全棉时代官方旗舰店;;商品毛重：500.00g;;商品产地：中国大陆;;货号：802-001813;;国产/进口：国产;;包装：独立装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	1	0	4200	5	10	4200	3600	5
CB 酒店商用三折擦手纸 公用抹手纸 面巾纸 餐巾纸 纸巾 洗手间抽纸加厚型酒店擦手纸	https://item.jd.com/1620723778.html	1620723778	纸品湿巾	1620723778	清洁用品	1316,1625,1671	98.00	158.00	;商品名称：CB 酒店商用三折擦手纸 公用抹手纸 面巾纸 餐巾纸 纸巾 洗手间抽纸加厚型酒店擦手纸;;商品编号：1620723778;;店铺：;金樽致诚家居专营店;;商品毛重：7.0kg;;商品产地：中国大陆;;货号：4782;;层数：其它;;净含量：120g以下;;分类：商务用纸;;抽数：130抽-200抽;;包装单位：箱装;	141505	有效期2018-09-20至2019-03-19,满99减5;有效期2018-09-20至2019-03-19,满199减10;有效期2018-09-20至2019-03-19,满799减30	满2件，总价打8折	98	0	2	400	7	0	400	200	5
孕产纯棉柔巾盒装干湿两用巾20*20cm 100抽/盒*6	https://item.jd.com/1412239989.html	1412239989	纸品湿巾	1412239989	清洁用品	1316,1625,1671	160.80	160.80	;商品名称：孕产纯棉柔巾盒装干湿两用巾20*20cm 100抽/盒*6;;商品编号：1412239989;;店铺：;全棉时代官方旗舰店;;商品毛重：2.1kg;;货号：4200012756-P00;;国产/进口：国产;;分类：湿巾;;包装：组合装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	98	1	1	1500	9	10	1600	600	5
全棉时代   袋装婴儿棉柔巾抽纸巾6袋/提x3提 18包	https://item.jd.com/10061197256.html	10061197256	纸品湿巾	10061197256	清洁用品	1316,1625,1671	324.00	324.00	;商品名称：全棉时代   袋装婴儿棉柔巾抽纸巾6袋/提x3提 18包;;商品编号：10061197256;;店铺：;全棉时代官方旗舰店;;商品毛重：1.5kg;;货号：802-003544;;国产/进口：国产;;包装：组合装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10;有效期2018-12-05至2018-12-14,满498减10		99	0	1	1900	8	6	1900	600	5
全棉时代   婴儿清洁棉宝宝擦拭棉巾干湿两用10*13cm 120片/袋	https://item.jd.com/1005165188.html	1005165188	纸品湿巾	1005165188	清洁用品	1316,1625,1671	58.00	58.00	;商品名称：全棉时代   婴儿清洁棉宝宝擦拭棉巾干湿两用10*13cm 120片/袋;;商品编号：1005165188;;店铺：;全棉时代官方旗舰店;;商品毛重：230.00g;;货号：800-002033;;国产/进口：国产;;分类：其它;;包装：独立装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	98	0	2	3600	30	10	3600	1500	5
孕产纯棉柔巾干湿两用20x20cm 100抽 4盒	https://item.jd.com/13140159967.html	13140159967	纸品湿巾	13140159967	清洁用品	1316,1625,1671	107.20	160.80	;商品名称：孕产纯棉柔巾干湿两用20x20cm 100抽 4盒;;商品编号：13140159967;;店铺：;全棉时代官方旗舰店;;商品毛重：350.00g;;货号：4200012756-P00;;国产/进口：国产;;包装：独立装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	0	1	1000	3	3	1100	900	5
CB 酒店商用大卷纸公用2层大盘纸特惠装生活用纸厕用纸卫生纸600克 1x12卷/ 箱	https://item.jd.com/1620753405.html	1620753405	纸品湿巾	1620753405	清洁用品	1316,1625,1671	105.00	168.00	;商品名称：CB 酒店商用大卷纸公用2层大盘纸特惠装生活用纸厕用纸卫生纸600克 1x12卷/ 箱;;商品编号：1620753405;;店铺：;金樽致诚家居专营店;;商品毛重：9.0kg;;货号：3654;;净含量：220g以上;;分类：卫生卷纸;;层数：2层;;包装单位：箱装;	141505	有效期2018-09-20至2019-03-19,满99减5;有效期2018-09-20至2019-03-19,满199减10;有效期2018-09-20至2019-03-19,满799减30	满2件，总价打8折	99	0	1	100	1	0	100	90	5
【王俊凯同款】全棉时代 纯棉柔巾 一次性洗脸巾美容洁面巾擦脸巾 20*20cm 6包/提*4	https://item.jd.com/1093675059.html	1093675059	纸品湿巾	1093675059	清洁用品	1316,1625,1671	552.00	552.00	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾 一次性洗脸巾美容洁面巾擦脸巾 20*20cm 6包/提*4;;商品编号：1093675059;;店铺：;全棉时代官方旗舰店;;商品毛重：3.8kg;;货号：802-002356;;国产/进口：国产;;包装：组合装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满498减10;有效期2018-12-05至2018-12-14,满498减10;有效期2018-12-05至2018-12-14,满298减5		99	1	0	8400	9	10	8500	6400	5
【王俊凯同款】全棉时代 便携式纯棉柔巾 小包化妆棉卸妆棉9*12cm 70节/袋	https://item.jd.com/1341470512.html	1341470512	纸品湿巾	1341470512	清洁用品	1316,1625,1671	6.80	6.80	;商品名称：【王俊凯同款】全棉时代 便携式纯棉柔巾 小包化妆棉卸妆棉9*12cm 70节/袋;;商品编号：1341470512;;店铺：;全棉时代官方旗舰店;;商品毛重：100.00g;;货号：1000011156-000;;国产/进口：国产;;分类：其它;;包装：独立装;;包装单位：袋装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	每满200元，可减100元现金	99	1	0	42000	50	60	42000	32000	5
CB 大卷纸 商用大盘纸卷筒纸有芯厕纸 酒店宾馆公司公用厕所擦手纸办公室卷筒卫生纸	https://item.jd.com/10967194897.html	10967194897	纸品湿巾	10967194897	清洁用品	1316,1625,1671	129.00	135.00	;商品名称：CB 大卷纸 商用大盘纸卷筒纸有芯厕纸 酒店宾馆公司公用厕所擦手纸办公室卷筒卫生纸;;商品编号：10967194897;;店铺：;贝钦家居专营店;;商品毛重：6.0kg;;层数：2层;;净含量：220g以上;;分类：卫生卷纸;;抽数：130抽-200抽;;包装单位：箱装;	604300		满100元减3元，满200元减5元，满300元减10元	99	0	1	100	1	0	100	100	5
九九香（jiujiuxiang） 原生浆手抽纸巾特价柔韧16包450张宽幅大3层家用装卫生纸	https://item.jd.com/10761652786.html	10761652786	纸品湿巾	10761652786	清洁用品	1316,1625,1671	41.60	103.00	;商品名称：九九香（jiujiuxiang） 原生浆手抽纸巾特价柔韧16包450张宽幅大3层家用装卫生纸;;商品编号：10761652786;;店铺：;宏益丰个护专营店;;商品毛重：3.0kg;;层数：3层;;净含量：220g以上;;分类：抽纸;;抽数：130抽-200抽;;包装单位：包装;	606498			100	0	0	100	0	0	100	100	5
【中粮】维达蓝色经典卫生纸200g*27卷整箱装	https://item.jd.com/27598703455.html	27598703455	纸品湿巾	27598703455	清洁用品	1316,1625,1671	88.00	88.00	;商品名称：【中粮】维达蓝色经典卫生纸200g*27卷整箱装;;商品编号：27598703455;;店铺：;中粮我买网官方旗舰店;;商品毛重：5.4kg;;货号：575429;;净含量：220g以上;;分类：卫生卷纸;;包装单位：箱装;	35360			100	0	0	90	0	0	90	80	5
【王俊凯同款】全棉时代 纯棉柔巾抽纸红色喜庆版20x20cm80抽/盒x6	https://item.jd.com/10102053494.html	10102053494	纸品湿巾	10102053494	清洁用品	1316,1625,1671	178.80	178.80	;商品名称：【王俊凯同款】全棉时代 纯棉柔巾抽纸红色喜庆版20x20cm80抽/盒x6;;商品编号：10102053494;;店铺：;全棉时代官方旗舰店;;商品毛重：300.00g;;货号：802-002123;;国产/进口：国产;;分类：其它;;包装：组合装;;包装单位：盒装;	20739	有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满298减5;有效期2018-12-05至2018-12-14,满498减10	满2件，总价打6.50折；满3件，总价打6折	99	0	1	400	3	0	400	200	5
