Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
【网红同款】谜草集蜗牛修护精华55g精华修复霜 高保湿面霜补水修护滋养润泽蜗牛霜正品 蜗牛修护精华霜55g	https://item.jd.com/10705026402.html	10705026402	乳液面霜	10705026402	面部护肤	1316,1381,1391	49.00	98.00	;商品名称：【网红同款】谜草集蜗牛修护精华55g精华修复霜 高保湿面霜补水修护滋养润泽蜗牛霜正品 蜗牛修护精华霜55g;;商品编号：10705026402;;店铺：;鑫黛美妆专营店;;商品毛重：40.00g;;功效：提亮肤色，舒缓镇静;;国产/进口：国产;;净含量：51g/mL-100g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	186529			99	0	1	1400	4	3	1400	1100	5
日本白兔牌祛痘膏暗疮膏18g祛痘印粉刺不留痕去痘印 一支	https://item.jd.com/1298441027.html	1298441027	乳液面霜	1298441027	面部护肤	1316,1381,1391	48.00	266.00		191504			97	2	1	3100	30	40	3200	1600	5
	https://item.jd.com/12274473753.html	12274473753	乳液面霜	12274473753	面部护肤	1316,1381,1391	1280.00	3000.00	;商品名称：华瑞凯琳 神仙膏素养修复霜 贵妇膏正品 提拉抗皱紧致胎盘珍珠膏素颜霜 修护保湿面霜淡化细纹皱纹去痘印 素养修复霜38g;;商品编号：12274473753;;店铺：;希芙氏官方旗舰店;;商品毛重：350.00g;;适合肤质：任何肤质;;功效：补水，保湿，滋润，抗皱，修护，提拉紧致，提亮肤色，抗痘，控油平衡，抗衰，舒缓镇静;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	640512			99	0	1	1100	4	4	1100	700	5
【顺丰速运 品质保证】梵蜜琳神仙贵妇膏三部曲臻活凝肌修护素颜焕肤四件套装正品 敏感肌孕妇均可使用 神仙贵妇膏40g	https://item.jd.com/29505970381.html	29505970381	乳液面霜	29505970381	面部护肤	1316,1381,1391	1200.00	12000.00	;商品名称：【顺丰速运 品质保证】梵蜜琳神仙贵妇膏三部曲臻活凝肌修护素颜焕肤四件套装正品 敏感肌孕妇均可使用 神仙贵妇膏40g;;商品编号：29505970381;;店铺：;梵蜜琳彩之妃专卖店;;商品毛重：300.00g;;商品产地：中国大陆;;适合肤质：任何肤质，干性，中性，油性，混合性，敏感性;;功效：保湿，滋润，修护，控油平衡，细致毛孔，其它;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	745981			100	0	0	400	0	0	400	100	5
香港azhi阿芝发光面霜贵妇膏神仙膏正品明星同款懒人素颜霜女遮瑕 40g	https://item.jd.com/36645331637.html	36645331637	乳液面霜	36645331637	面部护肤	1316,1381,1391	1280.00	1280.00	;商品名称：香港azhi阿芝发光面霜贵妇膏神仙膏正品明星同款懒人素颜霜女遮瑕 40g;;商品编号：36645331637;;店铺：;阿芝化妆品旗舰店;;商品毛重：50.00g;;适合肤质：任何肤质;;功效：美白，抗皱，修护，提拉紧致，提亮肤色，抗衰，抗氧化，细致毛孔，淡斑;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	893975			100	0	0	40	0	0	40	2	5
丸美（MARUBI）丝滑晚霜10g	https://item.jd.com/1012701102.html	1012701102	乳液面霜	1012701102	面部护肤	1316,1381,1391	39.00	48.00	;商品名称：丸美（MARUBI）丝滑晚霜10g;;商品编号：1012701102;;店铺：;芷芷堂美妆专营店;;商品毛重：80.00g;;适合肤质：任何肤质;;功效：保湿;;国产/进口：进口;;净含量：5g/mL-30g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	28837			99	0	1	6400	30	20	6400	2600	5
美帕 MEDSPA 瑞士紧致提升无痕霜 50ml(提拉紧致 拯救熬夜黯沉肌 法国原装进口）	https://item.jd.com/8644457.html	8644457	乳液面霜	8644457	面部护肤	1316,1381,1391	588.00	740.00	;商品名称：美帕面霜;;商品编号：8644457;;商品毛重：190.00g;;商品产地：瑞士;;适合肤质：任何肤质;;功效：补水，保湿，滋润，抗皱，修护，提拉紧致，提亮肤色，控油平衡，舒缓镇静;;国产/进口：进口;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：欧美;	1000108950		满499元减100元	99	1	0	200	0	1	200	200	5
LANEIGE兰芝套装致美焕颜雪凝系列水乳套面霜精华眼霜 套装组合水乳精华眼霜面霜	https://item.jd.com/1396210049.html	1396210049	乳液面霜	1396210049	面部护肤	1316,1381,1391	1300.00	1500.00		196536	有效期2017-09-21至2027-09-21,满399减20;有效期2018-10-19至2019-04-17,满299减10;有效期2018-10-19至2019-04-17,满205减5	满50元以折扣价在购物车换购热销商品	98	1	1	900	10	9	900	400	5
	https://item.jd.com/2443362.html	2443362	乳液面霜	2443362	面部护肤	1316,1381,1391	195.02	239.00		1000074146		满159元减60元	99	0	1	2200	10	6	2200	1300	5
薇诺娜（WINONA） 透明质酸修护生物膜50g 1盒	https://item.jd.com/11519895461.html	11519895461	乳液面霜	11519895461	面部护肤	1316,1381,1391	128.00	294.00	;商品名称：薇诺娜（WINONA） 透明质酸修护生物膜50g 1盒;;商品编号：11519895461;;店铺：;健之佳大药房旗舰店;;商品毛重：100.00g;;商品产地：中国大陆;;货号：6029151;;功效：补水;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	53670		满50元以折扣价在购物车换购热销商品	99	1	0	3000	10	10	3000	2000	5
妮维雅NIVEA 丝滑莹亮润肤乳液 秋冬全身滋润身体乳保湿补水液 400ml 丝滑莹亮润肤乳液	https://item.jd.com/34600564001.html	34600564001	乳液面霜	34600564001	面部护肤	1316,1381,1391	59.00	118.00		876500	有效期2018-12-10至2018-12-16,满89减20;有效期2018-11-12至2019-03-31,满99减20;有效期2018-11-12至2019-03-31,满139减30		100	0	0	100	0	0	100	90	5
资生堂 姬芮Za透亮美白保湿柔肤乳 125ml（乳液 水润触感）	https://item.jd.com/7056807.html	7056807	乳液面霜	7056807	面部护肤	1316,1381,1391	178.00	179.00	;商品名称：姬芮乳液;;商品编号：7056807;;商品毛重：188.00g;;商品产地：上海;;适合肤质：任何肤质;;功效：保湿，美白;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	1000003224	有效期2018-12-01至2018-12-31,满100减10	满2件，总价打8折；满3件，总价打7折;满99元减20元，满150元减40元，满199元减60元	99	0	1	2700	10	10	2700	2100	5
佰草集凝.臻白如玉精华露30ml（乳液面霜精华）	https://item.jd.com/5030274.html	5030274	乳液面霜	5030274	面部护肤	1316,1381,1391	545.00	581.00	;商品名称：佰草集精华露;;商品编号：5030274;;商品毛重：240.00g;;商品产地：中国上海;;适合肤质：任何肤质;;功效：补水，保湿，滋润，美白，提亮肤色，淡斑;;国产/进口：国产;;净含量：5g/mL-30g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	1000003221		满299元、499元可得相应赠品，赠完即止，请在购物车点击领取	99	1	0	1100	4	6	1100	800	5
韩束保湿精华乳液红石榴墨菊修护乳液（敏感肌适用  补水面霜   提亮去黄滋养） 红石榴鲜活水盈乳液100ml	https://item.jd.com/26575591234.html	26575591234	乳液面霜	26575591234	面部护肤	1316,1381,1391	49.00	159.00	;商品名称：韩束保湿精华乳液红石榴墨菊修护乳液（敏感肌适用  补水面霜   提亮去黄滋养） 红石榴鲜活水盈乳液100ml;;商品编号：26575591234;;店铺：;韩束优美专卖店;;商品毛重：100.00g;;适合肤质：任何肤质;;功效：补水，保湿，修护，提亮肤色，控油平衡;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	744321	有效期2018-12-05至2019-03-04,满159减10		99	0	1	200	2	0	200	200	5
薇诺娜（WINONA） 舒敏保湿特护霜15g 保湿补水 舒缓敏感 敏感肌护肤面霜 改善红血丝修复角质	https://item.jd.com/32158279865.html	32158279865	乳液面霜	32158279865	面部护肤	1316,1381,1391	68.00	68.00	;商品名称：薇诺娜（WINONA） 舒敏保湿特护霜15g 保湿补水 舒缓敏感 敏感肌护肤面霜 改善红血丝修复角质;;商品编号：32158279865;;店铺：;薇诺娜嗯啊专卖店;;商品毛重：15.00g;;适合肤质：敏感性;;功效：补水，保湿;;国产/进口：国产;;净含量：5g/mL-30g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	845775	有效期2018-12-13至2018-12-15,满199减15;有效期2018-12-13至2018-12-15,满299减25;有效期2018-12-13至2018-12-15,满599减45		99	1	0	300	0	2	300	200	5
迪奥 Dior乐肤源清润凝霜50ml	https://item.jd.com/8264344.html	8264344	乳液面霜	8264344	面部护肤	1316,1381,1391	549.00	600.00	;商品名称：迪奥面霜;;商品编号：8264344;;商品毛重：250.00g;;商品产地：其他;;适合肤质：干性，中性，油性，混合性;;功效：补水，保湿，滋润，提拉紧致;;国产/进口：进口;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：其它;	1000081945		满499元减100元;满499元减100元	99	0	1	100	1	0	100	100	5
赫妍（HERA)  韩国原装男士护肤品 补水保湿紧致肌肤水乳套装礼品套装 男士水乳套盒	https://item.jd.com/1957141890.html	1957141890	乳液面霜	1957141890	面部护肤	1316,1381,1391	455.00	1376.00		184759	有效期2018-10-12至2018-12-31,满288减10;有效期2018-11-09至2019-01-31,满888减30	满59元以折扣价在购物车换购热销商品，满99元以折扣价在购物车换购热销商品，满129元以折扣价在购物车换购热销商品	98	1	1	300	2	2	300	200	5
爱心301补水修复乳液120ml 老三样刘维莉团队美人邦 含c60修护肌肤促进皮肤水循环润泽	https://item.jd.com/12275428809.html	12275428809	乳液面霜	12275428809	面部护肤	1316,1381,1391	1300.00	1300.00	;商品名称：爱心301补水修复乳液120ml 老三样刘维莉团队美人邦 含c60修护肌肤促进皮肤水循环润泽;;商品编号：12275428809;;店铺：;六合辰方化妆品专营店;;商品毛重：120.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：补水，保湿，滋润，修护，提亮肤色;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	160824	有效期2018-11-16至2018-12-31,满699减80;有效期2018-11-16至2018-12-31,满399减40;有效期2018-11-16至2018-12-31,满299减20		98	0	2	80	1	0	80	50	5
温碧泉(WETHERM)璀璨美白柔肤精华乳120g(美白补水保湿乳液护肤化妆品女)	https://item.jd.com/1341725.html	1341725	乳液面霜	1341725	面部护肤	1316,1381,1391	108.00	129.00	;商品名称：温碧泉保湿补水护肤化妆品;;商品编号：1341725;;商品毛重：320.00g;;商品产地：广东广州;;货号：RL6905X;;适合肤质：干性，中性，油性，混合性;;功效：补水，保湿，美白;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	1000003149	有效期2018-12-08至2018-12-31,满50减5	每满299元，可减120元现金，最多可减1000元;满99元减30元，满199元减80元	97	1	2	50000	700	300	51000	21000	5
【英国专柜直邮】海蓝之谜（LA MER） lamer海蓝之谜眼霜/面霜/精华护肤品 海蓝之谜 精华面霜60ML	https://item.jd.com/26154096537.html	26154096537	乳液面霜	26154096537	面部护肤	1316,1381,1391	1899.00	3499.00		647742	有效期2018-11-30至2018-12-31,满999减30;有效期2018-11-30至2018-12-31,满699减20;有效期2018-11-30至2018-12-31,满399减10	满399元以折扣价在购物车换购热销商品;满499元即赠热销商品，赠完即止，请在购物车点击领取	98	2	0	200	1	3	200	100	5
【保税发货】理肤泉祛痘膏痘印清痘净K乳AI修护霜乳液DUO乳祛痘膏敏感肌肤青春痘调理霜 AI清痘净肤修护霜15ml	https://item.jd.com/1994805806.html	1994805806	乳液面霜	1994805806	面部护肤	1316,1381,1391	99.00	299.00		701441		满3件，总价打8折	99	0	1	2000	10	7	2000	1600	5
韩国格丽松 九朵云马油爽肤水 精华水乳液面霜 爽肤水130ml+精华乳130ml套装	https://item.jd.com/28257760005.html	28257760005	乳液面霜	28257760005	面部护肤	1316,1381,1391	159.00	678.00		610182			99	0	1	300	1	0	300	300	5
阿芙（AFU）玫瑰焕白系列 面霜 日霜 晚霜 面部按摩香膏保湿按摩霜乳脸部焕白深层清洁 淡化斑点 焕白精华霜45g	https://item.jd.com/32214001022.html	32214001022	乳液面霜	32214001022	面部护肤	1316,1381,1391	239.00	390.00	;商品名称：阿芙（AFU）玫瑰焕白系列 面霜 日霜 晚霜 面部按摩香膏保湿按摩霜乳脸部焕白深层清洁 淡化斑点 焕白精华霜45g;;商品编号：32214001022;;店铺：;阿芙官方旗舰店;;商品毛重：120.00g;;货号：A1HF0064;;适合肤质：任何肤质;;功效：美白，提亮肤色，淡斑;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	107660	有效期2018-12-10至2018-12-14,满300减50	满199元减100元;每满199元，可减100元现金	99	0	1	6300	40	10	6400	3400	5
大宝 水润灵动特润精华霜50g（水润保湿  滋养精华  保湿面霜）	https://item.jd.com/100000509472.html	100000509472	乳液面霜	100000509472	面部护肤	1316,1381,1391	79.90	93.00	;商品名称：大宝大宝水润灵动特润精华霜;;商品编号：100000509472;;商品毛重：105.00g;;商品产地：中国北京;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	1000002591	有效期2018-12-06至2018-12-13,满79减10;有效期2018-12-06至2018-12-13,满99减25;有效期2018-12-11至2018-12-13,满300减50	每满299元，可减120元现金，最多可减1000元;满59元即赠热销商品，赠完即止	99	0	1	46000	100	70	47000	34000	5
	https://item.jd.com/1479828718.html	1479828718	乳液面霜	1479828718	面部护肤	1316,1381,1391	158.00	198.00	;商品名称：思兰朵美白祛斑霜男女去斑淡斑精华产品补水保湿面霜 焕颜套装（霜+精华液）;;商品编号：1479828718;;店铺：;江佑美容护肤专营店;;商品毛重：70.00g;;货号：zyt-034;;适合肤质：任何肤质，干性，中性，油性，混合性，敏感性;;功效：补水，保湿，滋润，美白，修护，提亮肤色，细致毛孔，淡斑，其它;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	39500	有效期2018-12-05至2018-12-14,满99减10;有效期2018-12-05至2018-12-14,满199减20;有效期2018-12-05至2018-12-14,满299减30	满199元减100元	99	0	1	5800	20	20	5900	400	5
FANCL无添加 补湿液30ml 乳液30ml 补水保湿 水乳套装 滋润型	https://item.jd.com/1147765946.html	1147765946	乳液面霜	1147765946	面部护肤	1316,1381,1391	199.00	458.00		192699		满200元以折扣价在购物车换购热销商品	97	1	2	1500	20	10	1500	300	5
	https://item.jd.com/27176554444.html	27176554444	乳液面霜	27176554444	面部护肤	1316,1381,1391	115.00	168.00	;商品名称：【官方旗舰店】日本进口悠斯晶yuskin维生素润肤霜护手霜保湿身体乳防干裂护足霜全身可用 乳霜120g;;商品编号：27176554444;;店铺：;悠斯晶yuskin旗舰店;;商品毛重：30.00g;;适合肤质：任何肤质;;功效：补水，保湿;;国产/进口：进口;;净含量：51g/mL-100g/mL;;分类：面霜;;适用人群：成人;;产品产地：日本;	716866	有效期2018-09-26至2018-12-24,满120减5;有效期2018-09-26至2018-12-24,满220减15;有效期2018-09-26至2018-12-24,满320减25	满89元减10元，满169元减20元	99	0	1	400	1	0	400	300	5
VENSE（唯恩诗）洋甘菊护肤舒润乳液（男女补水保湿滋养乳）	https://item.jd.com/10808144598.html	10808144598	乳液面霜	10808144598	面部护肤	1316,1381,1391	168.00	389.00	;商品名称：VENSE（唯恩诗）洋甘菊护肤舒润乳液（男女补水保湿滋养乳）;;商品编号：10808144598;;店铺：;VENSE唯恩诗官方旗舰店;;商品毛重：150.00g;;货号：0102001002;;适合肤质：任何肤质，干性，中性，油性，混合性;;功效：补水，保湿;;国产/进口：国产;;净含量：101g/mL-200g/mL;;分类：乳液;;适用人群：成人;;产品产地：中国大陆;	180421	有效期2018-12-13至2018-12-13,满300减30;有效期2018-12-13至2018-12-13,满600减80;有效期2018-12-13至2018-12-13,满900减150	满199元减100元	99	0	1	900	4	1	900	600	5
片仔癀【珍珠霜*2+保湿霜*1】皇后牌国货保湿面霜 补水滋养肌肤护肤品	https://item.jd.com/18662086457.html	18662086457	乳液面霜	18662086457	面部护肤	1316,1381,1391	39.00	69.00	;商品名称：片仔癀【珍珠霜*2+保湿霜*1】皇后牌国货保湿面霜 补水滋养肌肤护肤品;;商品编号：18662086457;;店铺：;皇后化妆品旗舰店;;商品毛重：300.00g;;货号：7008*2+0403;;分类：面霜;;功效：补水，保湿;;产品产地：中国大陆;	143690	有效期2018-11-30至2018-12-13,满39减10;有效期2018-11-30至2018-12-13,满229减20;有效期2018-11-30至2018-12-13,满368减30		99	0	1	600	1	0	600	400	5
阿芙（AFU）焕白亮采眼霜15g（提亮肤色 淡化黑眼圈）	https://item.jd.com/2347346.html	2347346	乳液面霜	2347346	面部护肤	1316,1381,1391	269.00	318.00	;商品名称：阿芙眼霜;;商品编号：2347346;;商品毛重：100.00g;;商品产地：中国广州;;适合肤质：任何肤质;;功效：淡化黑眼圈;;国产/进口：国产;;净含量：11g/mL-15g/mL;;分类：乳/霜;;适用人群：成人;;产品产地：中国大陆;	1000011301	有效期2018-12-11至2018-12-13,满300减50	每满199元，可减100元现金;满199元减100元	99	0	1	44000	100	100	44000	28000	5
韩束 水光素颜霜50g女 (补水保湿 提亮肤色 改善暗哑 滋养修护 匀亮肤色 化妆品女 素颜霜女）	https://item.jd.com/28236692853.html	28236692853	乳液面霜	28236692853	面部护肤	1316,1381,1391	99.00	199.00	;商品名称：韩束 水光素颜霜50g女 (补水保湿 提亮肤色 改善暗哑 滋养修护 匀亮肤色 化妆品女 素颜霜女）;;商品编号：28236692853;;店铺：;韩束巧美妮专卖店;;商品毛重：250.00g;;商品产地：中国大陆;;货号：10007733;;适合肤质：任何肤质;;功效：补水，保湿，滋润，修护，提亮肤色，其它;;国产/进口：国产;;净含量：31g/mL-50g/mL;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	792283	有效期2018-12-05至2019-03-04,满159减10		99	0	1	300	2	0	300	200	5
Healthy Care澳洲进口HC鸸鹋油鸵鸟油按摩膏 缓解关节疼痛万用膏50g 保税仓发 闪电到货 50g（两瓶装）	https://item.jd.com/31867404429.html	31867404429	乳液面霜	31867404429	面部护肤	1316,1381,1391	189.00	252.00		805099	有效期2018-12-11至2018-12-31,满199减10;有效期2018-12-11至2018-12-31,满599减20		99	1	0	100	0	1	100	100	5
	https://item.jd.com/12296029856.html	12296029856	乳液面霜	12296029856	面部护肤	1316,1381,1391	38.00	384.00	;商品名称：【沃尔玛】得鲜 韩国进口 济州岛鲜鲜芦荟胶 300ml;;商品编号：12296029856;;店铺：;沃尔玛官方旗舰店;;商品毛重：360.00g;;货号：880616411598;;分类：其它;;功效：补水;;产品产地：韩国;	659016			99	0	1	3500	10	7	3500	2500	5
La Prairie莱珀妮 LP 蓓丽鱼子面霜/眼霜 鱼子精华琼贵眼霜20ML	https://item.jd.com/1984431619.html	1984431619	乳液面霜	1984431619	面部护肤	1316,1381,1391	1880.00	4980.00		125643	有效期2018-10-16至2019-01-01,满600减20;有效期2018-10-16至2018-12-31,满400减10;有效期2018-12-10至2018-12-16,满399减20		99	0	1	100	1	0	100	90	5
老中医呼唤美白祛斑霜护肤品套装 男士女士中药去斑霜 去雀斑晒斑遗传斑老年斑黄黑色素色斑黑斑淡化产品 洗面奶+爽肤水+乳液+面霜+面膜	https://item.jd.com/17768143132.html	17768143132	乳液面霜	17768143132	面部护肤	1316,1381,1391	800.00	1180.00	;商品名称：老中医呼唤美白祛斑霜护肤品套装 男士女士中药去斑霜 去雀斑晒斑遗传斑老年斑黄黑色素色斑黑斑淡化产品 洗面奶+爽肤水+乳液+面霜+面膜;;商品编号：17768143132;;店铺：;老中医化妆品旗舰店;;商品毛重：1.0kg;;适合肤质：任何肤质;;功效：美白，淡斑;;国产/进口：国产;;净含量：200g/mL以上;;分类：面霜;;适用人群：成人;;产品产地：中国大陆;	720997	有效期2018-11-29至2019-02-26,满699减50;有效期2018-11-29至2019-02-26,满299减20;有效期2018-11-29至2019-02-26,满199减10	满59元以折扣价在购物车换购热销商品，满199元以折扣价在购物车换购热销商品	99	0	1	1000	2	2	1000	600	5
