Name	Count	Category	Class	ProductID
款式时尚	1	香水彩妆	香水	259348
清爽舒适	1	香水彩妆	香水	259348
高端大气	1	香水彩妆	香水	259348
嫩滑水润	1	香水彩妆	香水	259348
极其好用	1	香水彩妆	香水	349928
款式漂亮	1	香水彩妆	香水	10786724936
款式漂亮	6	香水彩妆	香水	265532
清新淡雅	5	香水彩妆	香水	265532
极其好用	2	香水彩妆	香水	265532
美观大气	2	香水彩妆	香水	265532
用着舒服	1	香水彩妆	香水	265532
柔润顺滑	1	香水彩妆	香水	265532
香味清淡	1	香水彩妆	香水	265532
细腻光滑	1	香水彩妆	香水	265532
清新淡雅	26	香水彩妆	香水	323571
用着舒服	10	香水彩妆	香水	323571
极其好用	5	香水彩妆	香水	323571
款式漂亮	4	香水彩妆	香水	323571
香味持久	1	香水彩妆	香水	323571
清香四溢	1	香水彩妆	香水	323571
分量足够	1	香水彩妆	香水	323571
气质优雅	1	香水彩妆	香水	323571
款式漂亮	3	香水彩妆	香水	14186005469
清新淡雅	2	香水彩妆	香水	14186005469
极其好用	2	香水彩妆	香水	14186005469
香气四溢	1	香水彩妆	香水	14186005469
香味清淡	1	香水彩妆	香水	14186005469
用着舒服	1	香水彩妆	香水	14186005469
劲爽清新	8	香水彩妆	香水	3226320
极其好用	7	香水彩妆	香水	3226320
高端大气	3	香水彩妆	香水	3226320
用着舒服	3	香水彩妆	香水	3226320
清香四溢	1	香水彩妆	香水	3226320
优雅大气	1	香水彩妆	香水	3226320
劲爽清新	41	香水彩妆	香水	32852213790
清香四溢	5	香水彩妆	香水	32852213790
容量足够	4	香水彩妆	香水	32852213790
分量十足	3	香水彩妆	香水	32852213790
十分淡雅	1	香水彩妆	香水	32852213790
没有异味	1	香水彩妆	香水	32852213790
香气温和	1	香水彩妆	香水	32852213790
分量足够	1	香水彩妆	香水	32852213790
气质优雅	1	香水彩妆	香水	32852213790
精致美观	1	香水彩妆	香水	816495
款式漂亮	1	香水彩妆	香水	816495
款式漂亮	3	香水彩妆	香水	33645959238
清新淡雅	1	香水彩妆	香水	33645959238
版型好看	1	香水彩妆	香水	33645959238
大小正好	1	香水彩妆	香水	33645959238
极其好用	2	香水彩妆	香水	1044533
高端大气	1	香水彩妆	香水	1044533
装得挺好	1	香水彩妆	香水	1044533
高端大气	60	香水彩妆	香水	100000852769
劲爽清新	57	香水彩妆	香水	100000852769
清香四溢	22	香水彩妆	香水	100000852769
不会刺痛	20	香水彩妆	香水	100000852769
用着舒服	13	香水彩妆	香水	100000852769
柔润顺滑	1	香水彩妆	香水	100000852769
分量足够	1	香水彩妆	香水	100000852769
分量十足	1	香水彩妆	香水	100000852769
清晰淡雅	1	香水彩妆	香水	100000852769
款式漂亮	8	香水彩妆	香水	208018
精致美观	3	香水彩妆	香水	208018
极其好用	3	香水彩妆	香水	208018
用着舒服	1	香水彩妆	香水	208018
清爽舒适	1	香水彩妆	香水	208018
香味清淡	1	香水彩妆	香水	208018
女人味十足	1	香水彩妆	香水	208018
清新淡雅	5	香水彩妆	香水	6030818
用着舒服	3	香水彩妆	香水	6030818
极其好用	3	香水彩妆	香水	6030818
造型美腻	1	香水彩妆	香水	6030818
柔润顺滑	1	香水彩妆	香水	6030818
比较柔和	1	香水彩妆	香水	6030818
款式漂亮	23	香水彩妆	香水	517849
清新淡雅	11	香水彩妆	香水	517849
装得挺好	7	香水彩妆	香水	517849
清香四溢	2	香水彩妆	香水	517849
香味持久	1	香水彩妆	香水	517849
清爽舒适	1	香水彩妆	香水	517849
极其好用	1	香水彩妆	香水	517849
清新淡雅	7	香水彩妆	香水	4648550
款式漂亮	5	香水彩妆	香水	4648550
香味持久	2	香水彩妆	香水	4648550
精致美观	2	香水彩妆	香水	4648550
极其好用	2	香水彩妆	香水	4648550
香气温和	1	香水彩妆	香水	4648550
用着舒服	1	香水彩妆	香水	572223
高端大气	1	香水彩妆	香水	572223
极其好用	1	香水彩妆	香水	572223
清新淡雅	3	香水彩妆	香水	259353
高端大气	1	香水彩妆	香水	259353
漂亮时尚	1	香水彩妆	香水	259353
劲爽清新	3	香水彩妆	香水	2301179
用着舒服	2	香水彩妆	香水	2301179
高端大气	2	香水彩妆	香水	2301179
清爽舒适	2	香水彩妆	香水	2301179
款式漂亮	2	香水彩妆	香水	2301179
清新淡雅	1	香水彩妆	香水	2301179
气味香甜	1	香水彩妆	香水	2301179
干净舒爽	1	香水彩妆	香水	2301179
极其好用	1	香水彩妆	香水	2301179
清新淡雅	2	香水彩妆	香水	572219
高端大气	2	香水彩妆	香水	572219
香味清淡	1	香水彩妆	香水	572219
款式漂亮	1	香水彩妆	香水	572219
清新淡雅	5	香水彩妆	香水	1082412
颜色漂亮	1	香水彩妆	香水	1082412
极其好用	1	香水彩妆	香水	1082412
颜色美丽	1	香水彩妆	香水	1082412
气味好闻	1	香水彩妆	香水	1082412
高端大气	95	香水彩妆	香水	32072743289
精致美观	19	香水彩妆	香水	32072743289
用着舒服	14	香水彩妆	香水	32072743289
清香四溢	12	香水彩妆	香水	32072743289
不会刺痛	10	香水彩妆	香水	32072743289
极其好用	7	香水彩妆	香水	32072743289
香味持久	3	香水彩妆	香水	32072743289
香气四溢	2	香水彩妆	香水	32072743289
女人味十足	1	香水彩妆	香水	32072743289
高端大气	13	香水彩妆	香水	32276588279
清新淡雅	11	香水彩妆	香水	32276588279
款式漂亮	8	香水彩妆	香水	32276588279
清香四溢	5	香水彩妆	香水	32276588279
不会刺痛	2	香水彩妆	香水	32276588279
香气温和	2	香水彩妆	香水	32276588279
极其好用	1	香水彩妆	香水	32276588279
香味清淡	1	香水彩妆	香水	32276588279
香气四溢	1	香水彩妆	香水	32276588279
清新淡雅	18	香水彩妆	香水	189076
极其好用	8	香水彩妆	香水	189076
实用性强	4	香水彩妆	香水	189076
款式漂亮	4	香水彩妆	香水	189076
简洁大方	2	香水彩妆	香水	189076
没有失望	2	香水彩妆	香水	189076
气味好闻	1	香水彩妆	香水	189076
清香四溢	3	香水彩妆	香水	34827090934
高端大气	3	香水彩妆	香水	34827090934
用着舒服	2	香水彩妆	香水	34827090934
款式漂亮	1	香水彩妆	香水	34827090934
劲爽清新	61	香水彩妆	香水	29660952793
装得挺好	29	香水彩妆	香水	29660952793
精致美观	22	香水彩妆	香水	29660952793
用着舒服	19	香水彩妆	香水	29660952793
极其好用	18	香水彩妆	香水	29660952793
柔润顺滑	3	香水彩妆	香水	29660952793
持续很长	3	香水彩妆	香水	29660952793
香味清淡	3	香水彩妆	香水	29660952793
无副作用	1	香水彩妆	香水	29660952793
装得挺好	4	香水彩妆	香水	319826
精致美观	3	香水彩妆	香水	319826
极其好用	3	香水彩妆	香水	319826
气味香甜	2	香水彩妆	香水	319826
清爽舒适	2	香水彩妆	香水	319826
不会刺痛	1	香水彩妆	香水	319826
清香四溢	1	香水彩妆	香水	319826
分量足够	1	香水彩妆	香水	319826
质地细腻	1	香水彩妆	香水	319826
清新淡雅	31	香水彩妆	香水	25163738935
劲爽清新	12	香水彩妆	香水	25163738935
用着舒服	11	香水彩妆	香水	25163738935
高端大气	11	香水彩妆	香水	25163738935
无副作用	2	香水彩妆	香水	25163738935
提升魅力	2	香水彩妆	香水	25163738935
精致美观	2	香水彩妆	香水	25163738935
无刺激性	1	香水彩妆	香水	25163738935
芳香四溢	1	香水彩妆	香水	25163738935
造型美腻	2	香水彩妆	香水	323528
精致美观	1	香水彩妆	香水	323528
款式漂亮	150	香水彩妆	香水	1670935160
清香四溢	45	香水彩妆	香水	1670935160
极其好用	17	香水彩妆	香水	1670935160
用着舒服	13	香水彩妆	香水	1670935160
很显气质	2	香水彩妆	香水	1670935160
无刺激性	1	香水彩妆	香水	1670935160
美腻大方	1	香水彩妆	香水	1670935160
没有异味	1	香水彩妆	香水	1670935160
质感极佳	1	香水彩妆	香水	1670935160
款式漂亮	9	香水彩妆	香水	1664999788
精致美观	5	香水彩妆	香水	1664999788
清新淡雅	3	香水彩妆	香水	1664999788
用着舒服	1	香水彩妆	香水	1664999788
持续很长	1	香水彩妆	香水	1664999788
清新淡雅	20	香水彩妆	香水	4232873
高端大气	10	香水彩妆	香水	4232873
用着舒服	7	香水彩妆	香水	4232873
精致美观	6	香水彩妆	香水	4232873
清新不刺激	3	香水彩妆	香水	4232873
气味好闻	1	香水彩妆	香水	4232873
提升魅力	1	香水彩妆	香水	4232873
质感极佳	1	香水彩妆	香水	4232873
香味清淡	1	香水彩妆	香水	4232873
款式漂亮	6	香水彩妆	香水	729738
高端大气	3	香水彩妆	香水	729738
极其好用	2	香水彩妆	香水	729738
清新淡雅	1	香水彩妆	香水	729738
用着不错	1	香水彩妆	香水	729738
极其好用	1	香水彩妆	香水	4345295
款式漂亮	4	香水彩妆	香水	1007297398
高端大气	3	香水彩妆	香水	1007297398
极其好用	2	香水彩妆	香水	1007297398
用着舒服	1	香水彩妆	香水	1007297398
香味持久	1	香水彩妆	香水	1007297398
款式漂亮	7	香水彩妆	香水	1957192955
清香四溢	2	香水彩妆	香水	1957192955
清新淡雅	1	香水彩妆	香水	1957192955
精致美观	1	香水彩妆	香水	1957192955
柔润顺滑	1	香水彩妆	香水	1957192955
比较柔和	1	香水彩妆	香水	1957192955
清新淡雅	4	香水彩妆	香水	206728
美丽时尚	2	香水彩妆	香水	206728
装得挺好	2	香水彩妆	香水	206728
香味持久	1	香水彩妆	香水	206728
极其好用	1	香水彩妆	香水	206728
用着还行	1	香水彩妆	香水	206728
用着舒服	1	香水彩妆	香水	206728
简洁大方	1	香水彩妆	香水	5357150
清新淡雅	1	香水彩妆	香水	1044536
款式漂亮	1	香水彩妆	香水	1044536
清新淡雅	11	香水彩妆	香水	1312614
精致美观	6	香水彩妆	香水	1312614
极其好用	4	香水彩妆	香水	1312614
装得挺好	3	香水彩妆	香水	1312614
气味香甜	2	香水彩妆	香水	1312614
用着舒服	1	香水彩妆	香水	1312614
款式漂亮	83	香水彩妆	香水	10120210968
劲爽清新	49	香水彩妆	香水	10120210968
精致美观	20	香水彩妆	香水	10120210968
极其好用	12	香水彩妆	香水	10120210968
用着舒服	10	香水彩妆	香水	10120210968
没有失望	3	香水彩妆	香水	10120210968
香气四溢	2	香水彩妆	香水	10120210968
没有异味	1	香水彩妆	香水	10120210968
温和舒爽	1	香水彩妆	香水	10120210968
清新淡雅	1	香水彩妆	香水	30574032143
高端大气	1	香水彩妆	香水	30574032143
劲爽清新	110	香水彩妆	香水	26898778009
装得挺好	48	香水彩妆	香水	26898778009
高端大气	36	香水彩妆	香水	26898778009
极其好用	26	香水彩妆	香水	26898778009
清香四溢	22	香水彩妆	香水	26898778009
用着舒服	10	香水彩妆	香水	26898778009
材质适宜	9	香水彩妆	香水	26898778009
香甜果香	1	香水彩妆	香水	26898778009
淡雅自然	1	香水彩妆	香水	26898778009
柔润顺滑	1	香水彩妆	香水	26898778009
质地柔软	1	香水彩妆	香水	26898778009
清新淡雅	1	香水彩妆	香水	616172
极其好用	1	香水彩妆	香水	616172
款式漂亮	1	香水彩妆	香水	616172
装得挺好	1	香水彩妆	香水	616172
香气四溢	1	香水彩妆	香水	602620
极其好用	1	香水彩妆	香水	602620
香味持久	1	香水彩妆	香水	323519
高端大气	1	香水彩妆	香水	323519
极其好用	1	香水彩妆	香水	323519
嫩滑水润	1	香水彩妆	香水	323519
香味清淡	1	香水彩妆	香水	189080
清新淡雅	6	香水彩妆	香水	27232549523
极其好用	5	香水彩妆	香水	27232549523
无副作用	3	香水彩妆	香水	27232549523
清香四溢	3	香水彩妆	香水	27232549523
不会刺痛	2	香水彩妆	香水	27232549523
用着舒服	2	香水彩妆	香水	27232549523
款式漂亮	2	香水彩妆	香水	27232549523
高端大气	1	香水彩妆	香水	27232549523
味道耐闻	1	香水彩妆	香水	27232549523
高端大气	3	香水彩妆	香水	12161134494
清新淡雅	2	香水彩妆	香水	12161134494
不会刺痛	1	香水彩妆	香水	12161134494
精致美观	1	香水彩妆	香水	12161134494
用着舒服	1	香水彩妆	香水	6013161
造型美腻	1	香水彩妆	香水	6013161
柔和不刺激	1	香水彩妆	香水	6013161
比较清晰	1	香水彩妆	香水	6013161
口气清新	1	香水彩妆	香水	6013161
香甜果味	4	香水彩妆	香水	8740316
造型美腻	1	香水彩妆	香水	8740316
美观大方	1	香水彩妆	香水	8740316
香味持久	1	香水彩妆	香水	1449034992
嫩滑水润	5	香水彩妆	香水	207994
精致美观	3	香水彩妆	香水	207994
高端大气	2	香水彩妆	香水	207994
极其好用	2	香水彩妆	香水	207994
清新淡雅	1	香水彩妆	香水	207994
香味持久	1	香水彩妆	香水	207994
用着安全放心	1	香水彩妆	香水	207994
用着舒服	2	香水彩妆	香水	2274867
清新淡雅	1	香水彩妆	香水	2274867
极其好用	1	香水彩妆	香水	2274867
精巧美观	1	香水彩妆	香水	2274867
美观大气	1	香水彩妆	香水	2274867
香味持久	1	香水彩妆	香水	10729075598
极其好用	1	香水彩妆	香水	10729075598
装得挺好	1	香水彩妆	香水	10729075598
清新淡雅	26	香水彩妆	香水	1019766902
款式漂亮	16	香水彩妆	香水	1019766902
极其好用	5	香水彩妆	香水	1019766902
香味持久	3	香水彩妆	香水	1019766902
香味清淡	2	香水彩妆	香水	1019766902
没有异味	1	香水彩妆	香水	1019766902
没有失望	1	香水彩妆	香水	1019766902
装带合适	1	香水彩妆	香水	1019766902
高端大气	3	香水彩妆	香水	1044538
用着舒服	1	香水彩妆	香水	1044538
蛮精致的	1	香水彩妆	香水	1044538
装得挺好	1	香水彩妆	香水	1044538
高端大气	5	香水彩妆	香水	31173912445
不会刺痛	3	香水彩妆	香水	31173912445
用着舒服	3	香水彩妆	香水	31173912445
清香四溢	2	香水彩妆	香水	31173912445
极其好用	1	香水彩妆	香水	31173912445
精巧美观	1	香水彩妆	香水	31173912445
用着舒服	1	香水彩妆	香水	33641922196
比较纯正	1	香水彩妆	香水	33641922196
造型美腻	1	香水彩妆	香水	100001540704
清新淡雅	6	香水彩妆	香水	323548
高端大气	4	香水彩妆	香水	323548
极其好用	3	香水彩妆	香水	323548
用着舒服	2	香水彩妆	香水	323548
看起来很正	1	香水彩妆	香水	323548
清香四溢	1	香水彩妆	香水	323548
香味持久	1	香水彩妆	香水	323548
香味清淡	1	香水彩妆	香水	323548
质地细腻	1	香水彩妆	香水	323548
用着舒服	1	香水彩妆	香水	506550
高端大气	1	香水彩妆	香水	506550
款式漂亮	31	香水彩妆	香水	5018522
劲爽清新	16	香水彩妆	香水	5018522
清新淡雅	11	香水彩妆	香水	5018522
极其好用	8	香水彩妆	香水	5018522
十分惊艳	4	香水彩妆	香水	5018522
持续很长	2	香水彩妆	香水	5018522
用后有效果	1	香水彩妆	香水	5018522
高端大气	1	香水彩妆	香水	26120184227
款式漂亮	1	香水彩妆	香水	26120184227
嫩滑水润	1	香水彩妆	香水	29224102835
精致美观	1	香水彩妆	香水	20894036706
口气清新	2	香水彩妆	香水	788260
不起球球	1	香水彩妆	香水	788260
款型好看	1	香水彩妆	香水	788260
款式漂亮	1	香水彩妆	香水	788260
很显档次	3	香水彩妆	香水	12480277784
精致美观	2	香水彩妆	香水	12480277784
款式漂亮	2	香水彩妆	香水	12480277784
嫩滑水润	1	香水彩妆	香水	12480277784
款式漂亮	1	香水彩妆	香水	23953923374
极其好用	4	香水彩妆	香水	28891970742
无副作用	2	香水彩妆	香水	28891970742
香味清淡	2	香水彩妆	香水	28891970742
柔软舒适	1	香水彩妆	香水	28891970742
提升魅力	1	香水彩妆	香水	28891970742
嫩滑水润	1	香水彩妆	香水	28891970742
美丽时尚	1	香水彩妆	香水	28891970742
款式漂亮	2	香水彩妆	香水	10785896270
极其好用	1	香水彩妆	香水	10785896270
香味清淡	1	香水彩妆	香水	10785896270
高端大气	1	香水彩妆	香水	7463821
极其好用	1	香水彩妆	香水	7463821
款式漂亮	1	香水彩妆	香水	7463821
高端大气	54	香水彩妆	香水	21482260833
劲爽清新	41	香水彩妆	香水	21482260833
用着舒服	13	香水彩妆	香水	21482260833
精致美观	12	香水彩妆	香水	21482260833
清香四溢	8	香水彩妆	香水	21482260833
不会刺痛	7	香水彩妆	香水	21482260833
香味持久	2	香水彩妆	香水	21482260833
容量足够	1	香水彩妆	香水	21482260833
分量十足	1	香水彩妆	香水	21482260833
清新淡雅	4	香水彩妆	香水	5967302
款式漂亮	2	香水彩妆	香水	5967302
安全可靠	1	香水彩妆	香水	5967302
简洁大方	1	香水彩妆	香水	5967302
用着舒服	1	香水彩妆	香水	4368352
清新淡雅	42	香水彩妆	香水	28449764714
款式漂亮	25	香水彩妆	香水	28449764714
高端大气	22	香水彩妆	香水	28449764714
极其好用	2	香水彩妆	香水	28449764714
用着舒服	1	香水彩妆	香水	28449764714
自然淡雅	1	香水彩妆	香水	28449764714
抹上湿润	1	香水彩妆	香水	28449764714
细腻光滑	1	香水彩妆	香水	28449764714
用着舒服	2	香水彩妆	香水	207891
简洁大气	1	香水彩妆	香水	207891
极其好用	1	香水彩妆	香水	207891
分量十足	1	香水彩妆	香水	207891
清晰淡雅	1	香水彩妆	香水	207891
用着舒服	1	香水彩妆	香水	323511
高端大气	1	香水彩妆	香水	323511
极其好用	1	香水彩妆	香水	323511
用着舒服	1	香水彩妆	香水	7792443
高端大气	1	香水彩妆	香水	27692407268
香气四溢	1	香水彩妆	香水	27692407268
清新淡雅	59	香水彩妆	香水	34952215338
高端大气	48	香水彩妆	香水	34952215338
劲爽清新	32	香水彩妆	香水	34952215338
清香四溢	20	香水彩妆	香水	34952215338
款式漂亮	10	香水彩妆	香水	34952215338
持续很长	1	香水彩妆	香水	34952215338
香味清淡	1	香水彩妆	香水	34952215338
香气温和	1	香水彩妆	香水	34952215338
香气四溢	1	香水彩妆	香水	34952215338
颜色漂亮	7	香水彩妆	底妆	27396387742
款式漂亮	7	香水彩妆	底妆	27396387742
肤色美白	5	香水彩妆	底妆	27396387742
清香四溢	4	香水彩妆	底妆	27396387742
容易涂抹	2	香水彩妆	底妆	27396387742
无刺激性	1	香水彩妆	底妆	27396387742
美白光滑	1	香水彩妆	底妆	27396387742
白皙水润	1	香水彩妆	底妆	27396387742
柔软亲肤	1	香水彩妆	底妆	27396387742
提亮肤色	1	香水彩妆	底妆	27396387742
清透自然	1	香水彩妆	底妆	27396387742
极其好用	23	香水彩妆	底妆	3800110
用着舒服	3	香水彩妆	底妆	3800110
颜色漂亮	3	香水彩妆	底妆	3800110
细腻柔润光滑	3	香水彩妆	底妆	3800110
嫩滑水润	2	香水彩妆	底妆	3800110
一点都不卡	1	香水彩妆	底妆	3800110
亮丽洁白	1	香水彩妆	底妆	3800110
极其好用	14	香水彩妆	底妆	3369677
细腻光滑	6	香水彩妆	底妆	3369677
温润不油腻	5	香水彩妆	底妆	3369677
款式漂亮	4	香水彩妆	底妆	3369677
