Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
丝塔芙Cetaphil洁面乳118ml（化妆品护肤品 洗面奶男女适用 温和 补水 保湿 敏感肌适用）	https://item.jd.com/6841107.html	6841107	洁面	6841107	面部护肤	1316,1381,1389	42.00	58.00	;商品名称：丝塔芙洁面乳;;商品编号：6841107;;商品毛重：140.00g;;商品产地：江苏;;适合肤质：任何肤质;;功效：深层清洁，补水，保湿，细致毛孔，清洁毛孔;;国产/进口：国产;;分类：洁面乳;;产品产地：中国大陆;	1000007163	有效期2018-12-06至2018-12-13,满169减50;有效期2018-12-12至2018-12-13,满500减50	每满199元，可减100元现金;满199元减100元	97	1	2	470000	7100	4200	490000	240000	5
李医生去角质嫩肤凝露150g（面部温和去角质�ㄠ� 全身去死皮 男女通用 深层清洁 身体磨砂膏 洁面洗面 ）	https://item.jd.com/5950572.html	5950572	洁面	5950572	面部护肤	1316,1381,1389	33.90	78.00	;商品名称：李医生去角质凝露;;商品编号：5950572;;商品毛重：250.00g;;商品产地：广东省珠海市;;适合肤质：任何肤质;;功效：深层清洁，清洁毛孔，去角质;;国产/进口：国产;;分类：洁面霜/膏;;产品产地：中国大陆;	1000095065	有效期2018-12-01至2018-12-31,满188减30	满2件，总价打8.80折；满3件，总价打8折	99	0	1	140000	400	300	140000	110000	5
悦诗风吟Innisfree绿茶精萃保湿洁面膏2只装(18年升级为绿茶保湿洁面乳洗面奶）新老包装交替【京东自营】	https://item.jd.com/4189391.html	4189391	洁面	4189391	面部护肤	1316,1381,1389	54.00	111.00	;商品名称：悦诗风吟洁面;;商品编号：4189391;;商品毛重：390.00g;;商品产地：中国上海;;适合肤质：任何肤质;;功效：深层清洁，补水，保湿，清洁毛孔;;国产/进口：国产;;分类：洁面霜/膏;;产品产地：中国大陆;	1000014041	有效期2018-12-12至2018-12-13,满500减50	满199元、300元、500元可得相应赠品，赠完即止，请在购物车点击领取;满199元、399元可得相应赠品，赠完即止，请在购物车点击领取	99	0	1	460000	1700	1300	460000	320000	5
悦诗风吟Innisfree济州岛火山岩泥毛孔清洁洗颜乳150ml（京东自营 深层清洁 去黑头角质 洗面奶 男女通用）	https://item.jd.com/4732099.html	4732099	洁面	4732099	面部护肤	1316,1381,1389	70.00	71.00	;商品名称：悦诗风吟洁面;;商品编号：4732099;;商品毛重：190.00g;;商品产地：中国上海;;适合肤质：任何肤质;;功效：深层清洁，控油平衡，细致毛孔，清洁毛孔;;国产/进口：国产;;分类：洁面乳;;产品产地：中国大陆;	1000014041	有效期2018-12-12至2018-12-13,满500减50	满199元、300元、500元可得相应赠品，赠完即止，请在购物车点击领取;满199元、399元可得相应赠品，赠完即止，请在购物车点击领取	99	0	1	460000	1700	1300	460000	320000	5
	https://item.jd.com/6868525.html	6868525	洁面	6868525	面部护肤	1316,1381,1389	109.00	157.00	;商品名称：珊珂洁面套装;;商品编号：6868525;;商品毛重：500.00g;;商品产地：日本;;适合肤质：任何肤质;;功效：保湿，清洁毛孔，其它;;国产/进口：进口;;分类：洁面乳;;产品产地：日本;	1000003533		购买1件可优惠换购热销商品	99	0	1	320000	500	300	320000	250000	5
妮维雅(NIVEA)男士水活多效洁面乳100g 双支套装(洗面奶 护肤化妆品)	https://item.jd.com/4554677.html	4554677	洁面	4554677	面部护肤	1316,1381,1389	29.90	59.00	;商品名称：妮维雅洁面;;商品编号：4554677;;商品毛重：250.00g;;商品产地：中国上海;;适合肤质：任何肤质;;功效：深层清洁;;国产/进口：国产;;分类：组合装;;产品产地：中国大陆;	1000003747			99	0	1	680000	3800	2200	690000	340000	5
曼秀雷敦 保湿活力洁面乳150ml（男士洗面奶 深层清洁 温和净爽保水 焕发精神 提升活力 对抗肌肤紧绷）	https://item.jd.com/188490.html	188490	洁面	188490	面部护肤	1316,1381,1389	43.00	59.90	;商品名称：曼秀雷敦洁面乳;;商品编号：188490;;商品毛重：200.00g;;商品产地：中山;;适合肤质：任何肤质;;功效：深层清洁;;国产/进口：国产;;分类：洁面乳;;产品产地：中国大陆;	1000003180		每满199元，可减100元现金;满199元减100元	98	1	1	1010000	12000	7000	1030000	510000	5
百雀羚 水嫩净透精华洁面乳95g（深层洁净，滋润肌肤）(新老包装随机）	https://item.jd.com/633365.html	633365	洁面	633365	面部护肤	1316,1381,1389	60.00	69.00	;商品名称：百雀羚洁面乳;;商品编号：633365;;商品毛重：140.00g;;商品产地：上海市;;功效：深层清洁，细致毛孔;;适用性别：通用;;质地：泡沫/慕斯;;产品产地：中国大陆;	1000003015		满179元、259元、439元可得相应赠品，赠完即止，请在购物车点击领取;满2件，总价打8折	98	0	2	750000	6700	3000	760000	300000	5
	https://item.jd.com/1933838.html	1933838	洁面	1933838	面部护肤	1316,1381,1389	44.50	68.00		1000010101	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打5折;每满199元，可减100元现金，最多可减200元	98	0	2	190000	1200	800	190000	100000	5
	https://item.jd.com/1938301.html	1938301	洁面	1938301	面部护肤	1316,1381,1389	102.00	230.00		1000010101	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打7折	99	1	0	77000	300	300	78000	48000	5
法国贝德玛（Bioderma）净妍控油洁肤液500ml（卸妆水 深层清洁 绿水 控油补水 改善毛孔痘痘 原装进口）	https://item.jd.com/234368.html	234368	洁面	234368	面部护肤	1316,1381,1389	166.00	228.00	;商品名称：贝德玛洁肤液;;商品编号：234368;;商品毛重：0.55kg;;商品产地：法国;;适合肤质：油性;;适用部位：脸部;;分类：卸妆水/卸妆液;	1000008614	有效期2018-12-12至2018-12-13,满500减50	满299元减80元，满499元减150元	99	0	1	100000	600	400	100000	58000	5
	https://item.jd.com/5020761.html	5020761	洁面	5020761	面部护肤	1316,1381,1389	119.00	179.00		1000092167	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打7折;每满199元，可减100元现金，最多可减200元	99	0	1	160000	600	400	160000	110000	5
日本进口洗面奶女男收缩毛孔美肤白皙补水保湿深层清洁控油祛痘去黑头温和洁面乳 雪肌洁面乳/100g	https://item.jd.com/12318861127.html	12318861127	洁面	12318861127	面部护肤	1316,1381,1389	79.00	158.00	;商品名称：日本进口洗面奶女男收缩毛孔美肤白皙补水保湿深层清洁控油祛痘去黑头温和洁面乳 雪肌洁面乳/100g;;商品编号：12318861127;;店铺：;格丽斯旗舰店;;商品毛重：100.00g;;商品产地：日本;;适合肤质：任何肤质，干性，油性，混合性，敏感性;;功效：深层清洁，抗痘，补水，保湿，控油平衡，细致毛孔，清洁毛孔，去角质，抗黑头;;国产/进口：进口;;分类：洁面乳;;产品产地：日本;	671446		满99元减20元;满2件，总价打8折	99	0	1	16000	30	30	16000	8000	5
曼秀雷敦（Mentholatum）冰爽活炭洁面乳控油平衡深层清洁男士洗面奶油性皮肤适用洁净不紧绷150ml	https://item.jd.com/188549.html	188549	洁面	188549	面部护肤	1316,1381,1389	29.90	59.90	;商品名称：曼秀雷敦洁面乳;;商品编号：188549;;商品毛重：200.00g;;商品产地：中山;;适合肤质：油性;;功效：深层清洁，清洁毛孔;;国产/进口：国产;;分类：洁面乳;;产品产地：中国大陆;	1000003180		购买1件可优惠换购热销商品	97	1	2	420000	6900	3100	430000	140000	5
欧珀莱（AUPRES）均衡保湿 柔润洁面膏125g（洗面奶 补水保湿 清洁残妆）	https://item.jd.com/1951405.html	1951405	洁面	1951405	面部护肤	1316,1381,1389	90.00	91.00	;商品名称：欧珀莱均衡保湿系列;;商品编号：1951405;;商品毛重：160.00g;;商品产地：北京;;适合肤质：任何肤质;;功效：深层清洁，补水，保湿;;国产/进口：国产;;分类：洁面霜/膏;;产品产地：中国大陆;	1000002586		满290元、450元、590元可得相应赠品，赠完即止，请在购物车点击领取	99	0	1	130000	400	300	130000	69000	5
兰蔻（LANCOME）新臻白洁面泡沫125ml（又名：新/净透洁面泡沫）洗面奶洁面乳 新老包装随机发放	https://item.jd.com/182610.html	182610	洁面	182610	面部护肤	1316,1381,1389	332.50	350.00	;商品名称：兰蔻洁面泡沫;;商品编号：182610;;商品毛重：150.00g;;商品产地：日本;;适合肤质：任何肤质;;功效：深层清洁，补水，保湿，控油平衡，清洁毛孔;;国产/进口：进口;;分类：洁面乳;;产品产地：日本;	1000002966	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	1	1	34000	300	200	34000	14000	5
丝塔芙Cetaphil洁面乳237ml（化妆品护肤品 洗面奶男女适用 温和 补水 保湿 敏感肌适用）	https://item.jd.com/6841109.html	6841109	洁面	6841109	面部护肤	1316,1381,1389	75.00	98.00	;商品名称：丝塔芙洁面乳;;商品编号：6841109;;商品毛重：270.00g;;商品产地：江苏;;适合肤质：任何肤质;;功效：深层清洁，补水，保湿，细致毛孔，清洁毛孔;;国产/进口：国产;;分类：洁面乳;;产品产地：中国大陆;	1000007163	有效期2018-12-12至2018-12-13,满500减50	每满199元，可减100元现金;满199元减100元	97	1	2	470000	7100	4200	490000	240000	5
